mac,1,2,3,4,5,6,7,8,9,10,label
ea:51:ae:7f:62:fa,-57.0,-56.0,-56.0,-50.0,-51.0,-57.0,-52.0,-62.0,-62.0,-58.0,LoopB
ea:51:ae:7f:62:fa,-44.0,-53.0,-51.0,-47.0,-54.0,-53.0,-57.0,-51.0,-59.0,-47.0,LoopB
ea:51:ae:7f:62:fa,-52.0,-53.0,-52.0,-52.0,-48.0,-49.0,-51.0,-42.0,-42.0,-42.0,LoopB
ea:51:ae:7f:62:fa,-62.0,-51.0,-44.0,-37.0,-40.0,-47.0,-44.5,-64.0,-65.0,-62.0,LoopB
ea:51:ae:7f:62:fa,-54.0,-58.0,-59.0,-67.0,-61.5,-53.0,-59.0,-58.0,-56.0,-44.0,LoopB
ea:51:ae:7f:62:fa,-44.0,-49.0,-60.0,-60.0,-48.0,-57.0,-61.0,-55.0,-43.0,-47.0,LoopB
ea:51:ae:7f:62:fa,-56.0,-58.0,-57.0,-56.0,-52.0,-44.0,-51.0,-55.0,-41.0,-47.0,LoopB
ea:51:ae:7f:62:fa,-55.0,-62.0,-62.0,-63.0,-60.0,-57.0,-53.0,-57.0,-45.0,-57.0,LoopB
ea:51:ae:7f:62:fa,-50.0,-59.0,-54.0,-49.0,-49.0,-45.0,-39.0,-47.0,-56.0,-59.0,LoopB
ea:51:ae:7f:62:fa,-37.0,-57.0,-55.0,-58.0,-51.0,-47.0,-44.0,-43.0,-36.0,-56.0,LoopB
ea:51:ae:7f:62:fa,-42.0,-40.0,-60.0,-58.0,-54.0,-55.0,-56.0,-48.0,-48.0,-48.0,LoopB
ea:51:ae:7f:62:fa,-46.0,-49.0,-48.0,-42.0,-36.0,-64.0,-48.0,-51.0,-61.0,-58.0,LoopB
ea:51:ae:7f:62:fa,-45.0,-42.0,-43.0,-41.0,-50.0,-53.0,-60.0,-56.0,-42.0,-47.0,LoopB
ea:51:ae:7f:62:fa,-50.0,-59.0,-54.0,-53.0,-47.0,-43.0,-42.0,-41.0,-54.0,-51.0,LoopB
ea:51:ae:7f:62:fa,-40.0,-55.0,-59.0,-56.0,-56.0,-50.0,-46.0,-43.0,-44.0,-41.0,LoopB
ea:51:ae:7f:62:fa,-49.0,-47.0,-45.0,-40.0,-48.0,-50.0,-55.0,-55.0,-52.0,-55.0,LoopB
ea:51:ae:7f:62:fa,-59.0,-47.0,-40.0,-54.0,-44.0,-42.0,-44.0,-47.0,-57.0,-61.0,LoopB
ea:51:ae:7f:62:fa,-50.0,-57.0,-50.0,-53.0,-45.0,-46.0,-39.0,-42.0,-51.0,-45.0,LoopB
ea:51:ae:7f:62:fa,-53.0,-42.0,-52.0,-44.0,-41.0,-45.0,-58.0,-55.0,-60.0,-66.0,LoopB
ea:51:ae:7f:62:fa,-59.0,-56.0,-62.0,-42.0,-43.0,-44.0,-53.0,-48.0,-56.0,-54.0,LoopB
e6:53:5c:2a:e8:e2,-37.0,-37.0,-43.0,-38.0,-61.0,-57.0,-61.0,-64.0,-54.0,-53.0,AB
e6:53:5c:2a:e8:e2,-34.0,-40.0,-43.0,-38.0,-59.0,-58.0,-61.0,-62.0,-55.0,-48.0,AB
e6:53:5c:2a:e8:e2,-38.0,-46.0,-40.0,-43.0,-59.0,-65.0,-62.0,-67.0,-53.0,-52.0,AB
e6:53:5c:2a:e8:e2,-36.0,-38.0,-46.0,-38.0,-46.0,-56.0,-56.0,-57.0,-55.0,-63.0,AB
e6:53:5c:2a:e8:e2,-36.0,-47.0,-33.0,-53.0,-60.0,-60.0,-62.0,-63.0,-61.0,-50.0,AB
e6:53:5c:2a:e8:e2,-43.0,-40.0,-41.0,-45.0,-56.0,-52.0,-61.0,-63.0,-53.0,-57.0,AB
e6:53:5c:2a:e8:e2,-42.0,-36.0,-48.0,-41.0,-46.0,-59.0,-60.0,-57.0,-64.0,-59.0,AB
e6:53:5c:2a:e8:e2,-40.0,-39.0,-40.0,-34.0,-50.0,-60.0,-56.0,-60.0,-65.0,-57.0,AB
e6:53:5c:2a:e8:e2,-42.0,-40.0,-49.0,-41.0,-47.0,-59.0,-57.0,-56.0,-64.0,-51.0,AB
e6:53:5c:2a:e8:e2,-42.0,-47.0,-39.0,-45.0,-64.0,-56.0,-58.0,-64.0,-58.0,-47.0,AB
e6:53:5c:2a:e8:e2,-43.0,-40.0,-48.0,-36.0,-47.0,-64.0,-57.0,-59.0,-60.0,-52.0,AB
e6:53:5c:2a:e8:e2,-36.0,-40.0,-45.0,-43.0,-44.0,-62.0,-62.0,-62.0,-58.0,-60.0,AB
e6:53:5c:2a:e8:e2,-37.0,-41.0,-40.0,-52.0,-53.0,-52.0,-63.0,-60.0,-55.0,-58.0,AB
e6:53:5c:2a:e8:e2,-40.0,-36.0,-46.0,-39.0,-56.0,-61.0,-58.0,-65.0,-55.0,-52.0,AB
e6:53:5c:2a:e8:e2,-44.0,-45.0,-35.0,-46.0,-56.0,-65.0,-63.0,-62.0,-56.0,-57.0,AB
e6:53:5c:2a:e8:e2,-49.0,-39.0,-48.0,-40.0,-63.0,-63.0,-54.0,-61.0,-61.0,-45.0,AB
e6:53:5c:2a:e8:e2,-43.0,-41.0,-40.0,-38.0,-59.0,-55.0,-57.0,-61.0,-53.0,-56.0,AB
e6:53:5c:2a:e8:e2,-40.0,-39.0,-37.0,-39.0,-56.0,-54.0,-68.0,-60.0,-57.0,-52.0,AB
e6:53:5c:2a:e8:e2,-38.0,-41.0,-45.0,-48.0,-57.0,-54.0,-57.0,-64.0,-56.0,-55.0,AB
e6:53:5c:2a:e8:e2,-38.0,-41.0,-38.0,-45.0,-62.0,-57.0,-56.0,-67.0,-58.0,-55.0,AB
76:64:61:f6:e6:14,-48.0,-53.0,-49.0,-48.0,-58.0,-57.0,-45.0,-55.0,-49.0,-55.0,LoopB
76:64:61:f6:e6:14,-53.0,-50.0,-47.0,-50.0,-52.0,-46.0,-52.0,-47.0,-55.0,-46.0,LoopB
76:64:61:f6:e6:14,-50.0,-53.0,-48.0,-58.0,-56.0,-55.0,-62.0,-57.0,-47.0,-50.0,LoopB
76:64:61:f6:e6:14,-47.0,-56.0,-53.0,-56.0,-55.0,-48.0,-60.0,-51.0,-46.0,-47.0,LoopB
76:64:61:f6:e6:14,-51.0,-49.0,-46.0,-47.0,-50.0,-55.0,-51.0,-46.0,-52.0,-61.0,LoopB
76:64:61:f6:e6:14,-48.0,-45.0,-50.0,-54.0,-56.0,-61.0,-55.0,-44.0,-57.0,-48.0,LoopB
76:64:61:f6:e6:14,-55.0,-62.0,-59.0,-64.0,-59.5,-49.0,-44.0,-53.0,-45.0,-44.0,LoopB
76:64:61:f6:e6:14,-46.0,-49.0,-44.0,-47.0,-52.0,-46.0,-50.0,-50.0,-46.0,-52.0,LoopB
76:64:61:f6:e6:14,-50.0,-47.0,-52.0,-50.0,-51.0,-48.0,-47.0,-47.0,-46.0,-49.0,LoopB
76:64:61:f6:e6:14,-47.0,-51.0,-46.0,-44.0,-52.0,-52.0,-44.0,-54.0,-43.0,-49.0,LoopB
76:64:61:f6:e6:14,-41.0,-45.0,-49.0,-52.0,-49.0,-57.0,-52.0,-49.0,-49.0,-48.0,LoopB
76:64:61:f6:e6:14,-49.0,-49.0,-47.0,-48.0,-44.0,-47.0,-56.0,-47.0,-53.0,-52.0,LoopB
76:64:61:f6:e6:14,-50.0,-49.0,-48.0,-50.0,-48.0,-59.0,-51.0,-54.0,-51.0,-47.0,LoopB
76:64:61:f6:e6:14,-50.0,-57.0,-50.0,-55.0,-44.0,-47.0,-46.0,-44.0,-53.0,-52.0,LoopB
76:64:61:f6:e6:14,-50.0,-52.0,-48.0,-49.0,-52.0,-51.0,-49.0,-44.0,-49.0,-51.0,LoopB
76:64:61:f6:e6:14,-48.0,-44.0,-49.0,-49.0,-50.0,-50.0,-50.0,-49.0,-57.0,-47.0,LoopB
76:64:61:f6:e6:14,-49.0,-47.0,-43.0,-53.0,-49.0,-48.0,-50.0,-49.0,-48.0,-45.0,LoopB
76:64:61:f6:e6:14,-47.0,-46.0,-47.0,-51.0,-46.0,-48.0,-46.0,-52.0,-49.0,-47.0,LoopB
76:64:61:f6:e6:14,-47.0,-45.0,-43.0,-48.0,-47.0,-49.0,-52.0,-48.0,-52.0,-47.0,LoopB
76:64:61:f6:e6:14,-50.0,-52.0,-46.0,-47.0,-46.0,-46.0,-54.0,-49.0,-46.0,-49.0,LoopB
04:b1:67:ac:8d:65,-37.0,-37.0,-38.0,-46.0,-63.0,-63.0,-68.0,-68.0,-68.0,-68.0,AB
04:b1:67:ac:8d:65,-35.0,-35.0,-35.0,-35.0,-35.0,-65.0,-65.0,-65.0,-65.0,-65.0,AB
04:b1:67:ac:8d:65,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,AB
04:b1:67:ac:8d:65,-37.0,-37.0,-37.0,-37.0,-40.0,-40.0,-40.0,-40.0,-68.0,-68.0,AB
04:b1:67:ac:8d:65,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,-68.0,AB
04:b1:67:ac:8d:65,-43.0,-48.0,-48.0,-48.0,-67.0,-67.0,-67.0,-67.0,-67.0,-67.0,AB
04:b1:67:ac:8d:65,-36.0,-47.0,-47.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,AB
04:b1:67:ac:8d:65,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-69.0,-69.0,-69.0,-69.0,AB
04:b1:67:ac:8d:65,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-66.0,-68.0,-68.0,AB
04:b1:67:ac:8d:65,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,AB
04:b1:67:ac:8d:65,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,AB
04:b1:67:ac:8d:65,-36.0,-46.0,-46.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,AB
04:b1:67:ac:8d:65,-58.0,-58.0,-58.0,-58.0,-58.0,-66.0,-66.0,-66.0,-66.0,-66.0,AB
04:b1:67:ac:8d:65,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-66.0,-64.0,AB
04:b1:67:ac:8d:65,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-77.0,-77.0,AB
04:b1:67:ac:8d:65,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,AB
04:b1:67:ac:8d:65,-36.0,-36.0,-36.0,-36.0,-49.0,-67.0,-66.0,-70.0,-70.0,-80.0,AB
04:b1:67:ac:8d:65,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,AB
04:b1:67:ac:8d:65,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,AB
04:b1:67:ac:8d:65,-39.0,-40.0,-37.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,AB
76:64:61:f6:e6:14,-43.0,-45.0,-47.0,-40.0,-37.0,-46.0,-43.0,-42.0,-34.0,-38.0,BA
76:64:61:f6:e6:14,-53.0,-48.0,-47.0,-50.0,-43.0,-42.0,-40.0,-34.0,-39.0,-38.0,BA
76:64:61:f6:e6:14,-51.0,-45.0,-50.0,-43.0,-44.0,-44.0,-39.0,-43.0,-50.0,-37.0,BA
76:64:61:f6:e6:14,-45.0,-43.0,-45.0,-43.0,-47.0,-40.0,-41.0,-34.0,-40.0,-43.0,BA
76:64:61:f6:e6:14,-47.0,-49.0,-44.0,-46.0,-44.0,-41.0,-37.0,-45.0,-41.0,-40.0,BA
76:64:61:f6:e6:14,-52.0,-46.0,-46.0,-42.0,-41.0,-41.0,-42.0,-36.0,-38.0,-38.0,BA
76:64:61:f6:e6:14,-52.0,-47.0,-44.0,-39.0,-44.0,-40.0,-41.0,-43.0,-47.0,-42.0,BA
76:64:61:f6:e6:14,-47.0,-43.0,-45.0,-42.0,-39.0,-41.0,-40.0,-52.0,-38.0,-43.0,BA
76:64:61:f6:e6:14,-47.0,-44.0,-39.0,-44.0,-39.0,-46.0,-50.0,-43.0,-39.0,-38.0,BA
76:64:61:f6:e6:14,-48.0,-51.0,-44.0,-42.0,-42.0,-46.0,-40.0,-45.0,-38.0,-44.0,BA
76:64:61:f6:e6:14,-49.0,-47.0,-46.0,-49.0,-41.0,-44.0,-41.0,-43.0,-35.0,-35.0,BA
76:64:61:f6:e6:14,-47.0,-46.0,-45.0,-41.0,-42.0,-38.0,-39.0,-44.0,-41.0,-37.0,BA
76:64:61:f6:e6:14,-56.0,-46.0,-41.0,-45.0,-41.0,-42.0,-41.0,-38.0,-50.0,-43.0,BA
76:64:61:f6:e6:14,-49.0,-48.0,-43.0,-47.0,-40.0,-39.0,-38.0,-37.0,-48.0,-40.0,BA
76:64:61:f6:e6:14,-45.0,-45.0,-49.0,-47.0,-42.0,-33.0,-44.0,-50.0,-40.0,-39.0,BA
76:64:61:f6:e6:14,-47.0,-49.0,-48.0,-42.0,-41.0,-36.0,-45.0,-41.0,-42.0,-46.0,BA
76:64:61:f6:e6:14,-59.0,-50.0,-47.0,-44.0,-40.0,-37.0,-47.0,-42.0,-36.0,-40.0,BA
76:64:61:f6:e6:14,-59.0,-52.0,-48.0,-47.0,-43.0,-39.0,-35.0,-44.0,-49.0,-42.0,BA
76:64:61:f6:e6:14,-57.0,-50.0,-42.0,-39.0,-37.0,-44.0,-38.0,-37.0,-43.0,-44.0,BA
76:64:61:f6:e6:14,-59.0,-46.0,-50.0,-51.0,-45.0,-49.0,-44.0,-39.0,-45.0,-40.0,BA
ea:51:ae:7f:62:fa,-54.0,-42.0,-56.0,-41.0,-49.0,-53.0,-42.0,-53.0,-38.0,-45.0,BA
ea:51:ae:7f:62:fa,-64.0,-56.0,-62.0,-62.0,-54.0,-55.0,-46.0,-38.0,-49.0,-46.0,BA
ea:51:ae:7f:62:fa,-59.0,-60.0,-58.0,-54.0,-48.0,-42.0,-47.0,-56.0,-56.0,-54.0,BA
ea:51:ae:7f:62:fa,-57.0,-55.0,-64.0,-52.0,-51.0,-50.0,-53.0,-45.0,-56.0,-53.0,BA
ea:51:ae:7f:62:fa,-56.0,-54.0,-57.0,-59.0,-52.0,-48.0,-44.0,-57.0,-35.0,-42.0,BA
ea:51:ae:7f:62:fa,-63.0,-55.0,-57.0,-51.0,-49.0,-53.0,-43.0,-50.0,-57.0,-52.0,BA
ea:51:ae:7f:62:fa,-61.0,-57.0,-59.0,-48.0,-59.0,-46.0,-52.0,-45.0,-48.0,-53.0,BA
ea:51:ae:7f:62:fa,-54.0,-54.0,-51.0,-62.0,-41.0,-45.0,-50.0,-46.0,-56.0,-48.0,BA
ea:51:ae:7f:62:fa,-54.0,-53.0,-40.0,-47.0,-44.0,-45.0,-47.0,-48.0,-41.0,-42.0,BA
ea:51:ae:7f:62:fa,-57.0,-56.0,-60.0,-54.0,-55.0,-50.0,-46.0,-57.0,-43.0,-53.0,BA
ea:51:ae:7f:62:fa,-59.0,-54.0,-53.0,-59.0,-53.0,-55.0,-49.0,-49.0,-46.0,-45.0,BA
ea:51:ae:7f:62:fa,-61.0,-55.0,-58.0,-55.0,-50.0,-46.0,-61.0,-54.0,-43.0,-47.0,BA
ea:51:ae:7f:62:fa,-60.0,-60.0,-59.0,-52.0,-51.0,-49.0,-44.0,-44.0,-54.0,-55.0,BA
ea:51:ae:7f:62:fa,-58.0,-52.0,-51.0,-53.0,-49.0,-51.0,-49.0,-62.0,-42.0,-52.0,BA
ea:51:ae:7f:62:fa,-65.0,-51.0,-53.0,-54.0,-47.0,-43.0,-45.0,-37.0,-51.0,-42.0,BA
ea:51:ae:7f:62:fa,-54.0,-49.0,-50.0,-42.0,-41.0,-49.0,-43.0,-51.0,-50.0,-44.0,BA
ea:51:ae:7f:62:fa,-56.0,-54.0,-51.0,-53.0,-41.0,-50.0,-42.0,-50.0,-44.0,-41.0,BA
ea:51:ae:7f:62:fa,-66.0,-62.0,-62.0,-52.0,-45.0,-48.0,-47.0,-38.0,-49.0,-50.0,BA
ea:51:ae:7f:62:fa,-60.0,-65.0,-63.0,-57.0,-52.0,-55.0,-43.0,-47.0,-44.0,-50.0,BA
ea:51:ae:7f:62:fa,-57.0,-62.0,-61.0,-51.0,-52.0,-55.0,-52.0,-42.0,-45.0,-43.0,BA
e6:53:5c:2a:e8:e2,-40.0,-47.0,-40.0,-39.0,-42.0,-39.0,-45.0,-48.0,-47.0,-55.0,LoopA
e6:53:5c:2a:e8:e2,-43.0,-39.0,-40.0,-41.0,-44.0,-43.0,-43.0,-45.0,-42.0,-46.0,LoopA
e6:53:5c:2a:e8:e2,-35.0,-40.0,-38.0,-40.0,-51.0,-43.0,-49.0,-43.0,-46.0,-43.0,LoopA
e6:53:5c:2a:e8:e2,-41.0,-39.0,-39.0,-44.0,-36.0,-41.0,-44.0,-41.0,-42.0,-48.0,LoopA
e6:53:5c:2a:e8:e2,-55.0,-42.0,-49.0,-48.0,-46.0,-52.0,-58.0,-45.0,-48.0,-42.0,LoopA
e6:53:5c:2a:e8:e2,-37.0,-45.0,-46.0,-52.0,-44.0,-41.0,-39.0,-45.0,-42.0,-45.0,LoopA
e6:53:5c:2a:e8:e2,-39.0,-42.0,-42.0,-56.0,-58.0,-57.0,-52.0,-49.0,-47.0,-47.0,LoopA
e6:53:5c:2a:e8:e2,-38.0,-41.0,-46.0,-38.0,-38.0,-39.0,-45.0,-44.0,-49.0,-48.0,LoopA
e6:53:5c:2a:e8:e2,-38.0,-45.0,-38.0,-37.0,-49.0,-42.0,-43.0,-42.0,-41.0,-34.0,LoopA
e6:53:5c:2a:e8:e2,-42.0,-36.0,-40.0,-44.0,-47.0,-53.0,-48.0,-47.0,-53.0,-49.0,LoopA
e6:53:5c:2a:e8:e2,-38.0,-35.0,-39.0,-45.0,-42.0,-45.0,-40.0,-42.0,-43.0,-43.0,LoopA
e6:53:5c:2a:e8:e2,-42.0,-39.0,-45.0,-48.0,-45.0,-41.0,-55.0,-58.0,-58.0,-62.0,LoopA
e6:53:5c:2a:e8:e2,-44.0,-36.0,-43.0,-42.0,-48.0,-43.0,-48.0,-40.0,-42.0,-47.0,LoopA
e6:53:5c:2a:e8:e2,-33.0,-40.0,-50.0,-50.0,-51.0,-48.0,-46.0,-44.0,-43.0,-44.0,LoopA
e6:53:5c:2a:e8:e2,-46.0,-41.0,-42.0,-47.0,-47.0,-53.0,-48.0,-47.0,-39.0,-47.0,LoopA
e6:53:5c:2a:e8:e2,-33.0,-44.0,-49.0,-58.0,-51.0,-45.0,-46.0,-43.0,-44.0,-47.0,LoopA
e6:53:5c:2a:e8:e2,-47.0,-44.0,-43.0,-39.0,-46.0,-49.0,-43.0,-43.0,-43.0,-46.0,LoopA
e6:53:5c:2a:e8:e2,-41.0,-41.0,-38.0,-44.0,-44.0,-47.0,-44.0,-47.0,-39.0,-36.0,LoopA
e6:53:5c:2a:e8:e2,-39.0,-36.0,-41.0,-60.0,-53.0,-50.0,-50.0,-52.0,-41.0,-48.0,LoopA
e6:53:5c:2a:e8:e2,-46.0,-51.0,-50.0,-46.0,-44.0,-43.0,-39.0,-37.0,-40.0,-40.0,LoopA
04:b1:67:ac:8d:65,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,LoopA
04:b1:67:ac:8d:65,-50.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,LoopA
04:b1:67:ac:8d:65,-44.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,LoopA
04:b1:67:ac:8d:65,-49.0,-49.0,-48.0,-53.0,-40.0,-40.0,-40.0,-43.0,-43.0,-43.0,LoopA
04:b1:67:ac:8d:65,-45.0,-45.0,-45.0,-45.0,-45.0,-63.0,-63.0,-63.0,-48.0,-48.0,LoopA
04:b1:67:ac:8d:65,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,LoopA
04:b1:67:ac:8d:65,-43.0,-43.0,-43.0,-43.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,LoopA
04:b1:67:ac:8d:65,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,LoopA
04:b1:67:ac:8d:65,-46.0,-38.0,-37.0,-41.0,-44.0,-40.0,-42.0,-45.0,-45.0,-45.0,LoopA
04:b1:67:ac:8d:65,-45.0,-45.0,-45.0,-57.0,-57.0,-61.0,-61.0,-61.0,-61.0,-39.0,LoopA
04:b1:67:ac:8d:65,-39.0,-39.0,-39.0,-39.0,-39.0,-43.0,-43.0,-43.0,-43.0,-43.0,LoopA
04:b1:67:ac:8d:65,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,LoopA
04:b1:67:ac:8d:65,-45.0,-47.0,-47.0,-47.0,-47.0,-41.0,-44.0,-46.0,-46.0,-46.0,LoopA
04:b1:67:ac:8d:65,-46.0,-46.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,LoopA
04:b1:67:ac:8d:65,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-41.0,LoopA
04:b1:67:ac:8d:65,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-45.0,LoopA
04:b1:67:ac:8d:65,-42.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,LoopA
04:b1:67:ac:8d:65,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-43.0,-43.0,LoopA
04:b1:67:ac:8d:65,-44.0,-45.0,-45.0,-45.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,LoopA
04:b1:67:ac:8d:65,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,LoopA
76:64:61:f6:e6:14,-68.0,-49.0,-60.0,-50.0,-41.0,-35.0,-37.0,-34.0,-32.0,-34.0,BA
76:64:61:f6:e6:14,-57.0,-59.0,-52.0,-46.0,-50.0,-45.0,-37.0,-46.0,-28.0,-40.0,BA
76:64:61:f6:e6:14,-50.0,-55.0,-60.0,-54.0,-44.0,-46.0,-33.0,-36.0,-43.0,-40.0,BA
76:64:61:f6:e6:14,-61.0,-53.0,-51.0,-53.0,-47.0,-47.0,-51.0,-30.0,-39.0,-41.0,BA
76:64:61:f6:e6:14,-70.0,-57.0,-53.0,-40.0,-41.0,-38.0,-38.0,-34.0,-33.0,-31.0,BA
76:64:61:f6:e6:14,-50.0,-57.0,-50.0,-51.0,-50.0,-44.0,-39.0,-41.0,-42.0,-44.0,BA
76:64:61:f6:e6:14,-59.0,-55.0,-50.0,-48.0,-52.0,-45.0,-42.0,-35.0,-40.0,-40.0,BA
76:64:61:f6:e6:14,-56.0,-49.0,-43.0,-46.0,-46.0,-39.0,-42.0,-40.0,-37.0,-37.0,BA
76:64:61:f6:e6:14,-57.0,-53.0,-51.0,-44.0,-49.0,-43.0,-44.0,-41.0,-42.0,-34.0,BA
76:64:61:f6:e6:14,-53.0,-51.0,-48.0,-47.0,-46.0,-46.0,-45.0,-35.0,-42.0,-39.0,BA
76:64:61:f6:e6:14,-45.0,-48.0,-56.0,-44.0,-52.0,-51.0,-42.0,-39.0,-36.0,-38.0,BA
76:64:61:f6:e6:14,-55.0,-52.0,-48.0,-46.0,-45.0,-42.0,-40.0,-39.0,-35.0,-41.0,BA
76:64:61:f6:e6:14,-54.0,-59.0,-51.0,-51.0,-47.0,-43.0,-43.0,-42.0,-35.0,-40.0,BA
76:64:61:f6:e6:14,-50.0,-48.0,-48.0,-50.0,-47.0,-45.0,-36.0,-43.0,-38.0,-44.0,BA
76:64:61:f6:e6:14,-55.0,-60.0,-54.0,-48.0,-47.0,-48.0,-42.0,-41.0,-37.0,-37.0,BA
76:64:61:f6:e6:14,-58.0,-47.0,-49.0,-46.0,-47.0,-44.0,-35.0,-36.0,-40.0,-41.0,BA
76:64:61:f6:e6:14,-51.0,-50.0,-48.0,-45.0,-44.0,-47.0,-48.0,-40.0,-36.0,-30.0,BA
76:64:61:f6:e6:14,-55.0,-53.0,-47.0,-52.0,-47.0,-45.0,-40.0,-42.0,-37.0,-36.0,BA
76:64:61:f6:e6:14,-59.0,-50.0,-46.0,-48.0,-49.0,-47.0,-42.0,-41.0,-33.0,-33.0,BA
76:64:61:f6:e6:14,-57.0,-49.0,-48.0,-48.0,-44.0,-41.0,-40.0,-38.0,-43.0,-35.0,BA
ea:51:ae:7f:62:fa,-59.0,-68.0,-54.0,-50.0,-49.0,-44.0,-43.0,-50.0,-53.0,-42.0,BA
ea:51:ae:7f:62:fa,-59.0,-59.0,-55.0,-57.0,-54.0,-51.0,-65.0,-51.0,-48.0,-52.0,BA
ea:51:ae:7f:62:fa,-59.0,-52.0,-54.0,-58.0,-58.0,-53.0,-46.0,-45.0,-54.0,-48.0,BA
ea:51:ae:7f:62:fa,-58.0,-61.0,-52.0,-54.0,-54.0,-62.0,-52.0,-46.0,-50.0,-43.0,BA
ea:51:ae:7f:62:fa,-63.0,-66.0,-54.0,-49.0,-57.0,-44.0,-48.0,-44.0,-47.0,-36.0,BA
ea:51:ae:7f:62:fa,-45.0,-62.0,-54.0,-60.0,-53.0,-59.0,-49.0,-50.0,-57.0,-45.0,BA
ea:51:ae:7f:62:fa,-51.0,-63.0,-55.0,-58.0,-52.0,-55.0,-52.0,-51.0,-37.0,-44.0,BA
ea:51:ae:7f:62:fa,-54.0,-59.0,-54.0,-56.0,-57.0,-46.0,-58.0,-58.0,-47.0,-54.0,BA
ea:51:ae:7f:62:fa,-55.0,-56.0,-55.0,-55.0,-49.0,-43.0,-47.0,-39.0,-39.0,-37.0,BA
ea:51:ae:7f:62:fa,-59.0,-69.0,-64.0,-62.0,-51.0,-44.0,-47.0,-60.0,-49.0,-46.0,BA
ea:51:ae:7f:62:fa,-28.0,-54.0,-57.0,-48.0,-53.0,-60.0,-50.0,-49.0,-47.0,-46.0,BA
ea:51:ae:7f:62:fa,-57.0,-50.0,-55.0,-57.0,-51.0,-45.0,-54.0,-45.0,-48.0,-50.0,BA
ea:51:ae:7f:62:fa,-55.0,-60.0,-62.0,-63.0,-51.0,-50.0,-55.0,-53.0,-51.0,-58.0,BA
ea:51:ae:7f:62:fa,-51.0,-54.0,-52.0,-53.0,-54.0,-50.0,-46.0,-41.0,-52.0,-52.0,BA
ea:51:ae:7f:62:fa,-57.0,-47.0,-47.0,-58.0,-57.0,-55.0,-57.0,-41.0,-46.0,-60.0,BA
ea:51:ae:7f:62:fa,-56.0,-52.0,-57.0,-55.0,-50.0,-44.0,-43.0,-46.0,-43.0,-33.0,BA
ea:51:ae:7f:62:fa,-61.0,-68.0,-56.0,-56.0,-56.0,-57.0,-45.0,-54.0,-51.0,-56.0,BA
ea:51:ae:7f:62:fa,-61.0,-59.0,-54.0,-52.0,-55.0,-56.0,-47.0,-43.0,-48.0,-52.0,BA
ea:51:ae:7f:62:fa,-56.0,-66.0,-59.0,-56.0,-62.0,-53.0,-60.0,-47.0,-41.0,-42.0,BA
ea:51:ae:7f:62:fa,-55.0,-49.0,-52.0,-52.0,-63.0,-50.0,-55.0,-56.0,-59.0,-47.0,BA
e6:53:5c:2a:e8:e2,-59.0,-52.0,-59.0,-55.0,-48.0,-53.0,-50.0,-52.0,-58.0,-49.0,LoopB
