Classifier,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,MCC,CV_Mean,CV_Std,Train_Time_s
LogisticRegression_L1,0.8382352941176471,0.8382352941176471,0.8370111752978251,0.8382352941176471,0.8364918711151229,0.785007251192999,0.7795314900153609,0.02747008091421192,0.036955833435058594
LogisticRegression_L2,0.8382352941176471,0.8382352941176471,0.8367828930359478,0.8382352941176471,0.8366242001608853,0.7848655659195423,0.7832223928998123,0.025476076001942495,0.03250861167907715
LogisticRegression_ElasticNet,0.8382352941176471,0.8382352941176471,0.8370111752978251,0.8382352941176471,0.8364918711151229,0.785007251192999,0.7823007339136371,0.025866412603292782,0.03676772117614746
SVC_RBF,0.8272058823529411,0.8272058823529411,0.8264022435897437,0.8272058823529411,0.824814483616691,0.7708870476617596,0.7924432497013142,0.0391697158008091,0.13083219528198242
SVC_Linear,0.8272058823529411,0.8272058823529412,0.8261208973967351,0.8272058823529411,0.8258849604952355,0.7700937461631733,0.7915130568356374,0.03502009379354527,0.13487458229064941
MLP_Large,0.8235294117647058,0.8235294117647058,0.8229404581728124,0.8235294117647058,0.8211066609789237,0.7661016222060837,0.7611025772316095,0.038975138613977243,0.6045944690704346
StackingEnsemble,0.8235294117647058,0.8235294117647058,0.8218045112781955,0.8235294117647058,0.8214012427628425,0.7655202878953234,0.8007381805768903,0.018972756517158868,11.208327054977417
GaussianProcess,0.8198529411764706,0.8198529411764706,0.8208974026430194,0.8198529411764706,0.8172737885200362,0.7618800614855659,0.788752346816863,0.033364810365580075,267.4209315776825
MLP_Medium,0.8198529411764706,0.8198529411764706,0.818923210651289,0.8198529411764706,0.8186413503577682,0.7602836347470819,0.7583162655743301,0.0095999923941775,0.3623626232147217
MLP_L2,0.8198529411764706,0.8198529411764706,0.818923210651289,0.8198529411764706,0.8186413503577682,0.7602836347470819,0.7583162655743301,0.0095999923941775,0.3516108989715576
LDA,0.8161764705882353,0.8161764705882353,0.8152859981548507,0.8161764705882353,0.814558664954059,0.755624048786497,0.7878306878306879,0.022690261665518328,0.028032302856445312
