Classifier,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,MCC,CV_Mean,CV_Std,Train_Time_s,AA_precision,AA_recall,AA_f1,AA_support,BB_precision,BB_recall,BB_f1,BB_support,BA_precision,BA_recall,BA_f1,BA_support,AB_precision,AB_recall,AB_f1,AB_support,Confusion_Matrix,CM_AA_pred_AA,CM_AA_pred_BB,CM_AA_pred_BA,CM_AA_pred_AB,CM_BB_pred_AA,CM_BB_pred_BB,CM_BB_pred_BA,CM_BB_pred_AB,CM_BA_pred_AA,CM_BA_pred_BB,CM_BA_pred_BA,CM_BA_pred_AB,CM_AB_pred_AA,CM_AB_pred_BB,CM_AB_pred_BA,CM_AB_pred_AB,FeatImp_1,FeatImp_2,FeatImp_3,FeatImp_4,FeatImp_5,FeatImp_6,FeatImp_7,FeatImp_8,FeatImp_9,FeatImp_10
Perceptron,0.7875,0.7875000000000001,0.7959369890857673,0.7875,0.7895591827375331,0.7180475766617209,0.7113983420593368,0.0579440511386211,0.06626081466674805,0.6857142857142857,0.8,0.7384615384615385,60.0,0.8867924528301887,0.7833333333333333,0.831858407079646,60.0,0.8571428571428571,0.8,0.8275862068965517,60.0,0.7540983606557377,0.7666666666666667,0.7603305785123967,60.0,"[[48, 5, 2, 5], [6, 47, 0, 7], [9, 0, 48, 3], [7, 1, 6, 46]]",48,5,2,5,6,47,0,7,9,0,48,3,7,1,6,46,4.9648756980896,2.5200564861297607,1.903234601020813,2.667255163192749,1.883427619934082,2.467129945755005,0.9090240001678467,1.1727454662322998,2.276172161102295,2.404876947402954
QDA,0.7833333333333333,0.7833333333333334,0.7821910341692412,0.7833333333333333,0.7825771760943147,0.7112263654625267,0.7719677137870855,0.013863708370345845,0.026059389114379883,0.7192982456140351,0.6833333333333333,0.7008547008547008,60.0,0.7868852459016393,0.8,0.7933884297520661,60.0,0.8225806451612904,0.85,0.8360655737704918,60.0,0.8,0.8,0.8,60.0,"[[41, 8, 6, 5], [8, 48, 1, 3], [4, 1, 51, 4], [4, 4, 4, 48]]",41,8,6,5,8,48,1,3,4,1,51,4,4,4,4,48,,,,,,,,,,
LDA,0.7791666666666667,0.7791666666666667,0.7798977654465259,0.7791666666666667,0.7794013974875267,0.7056372312582724,0.8085405759162303,0.031871190208008764,0.026766538619995117,0.6935483870967742,0.7166666666666667,0.7049180327868853,60.0,0.819672131147541,0.8333333333333334,0.8264462809917356,60.0,0.8305084745762712,0.8166666666666667,0.8235294117647058,60.0,0.7758620689655172,0.75,0.7627118644067796,60.0,"[[43, 7, 6, 4], [7, 50, 0, 3], [5, 0, 49, 6], [7, 4, 4, 45]]",43,7,6,4,7,50,0,3,5,0,49,6,7,4,4,45,1.3955309391021729,0.6452302932739258,0.3985377252101898,0.1880275160074234,0.5280954241752625,0.48092931509017944,0.36928805708885193,0.17173610627651215,0.3633665144443512,0.571638822555542
LinearSVC,0.7708333333333334,0.7708333333333334,0.7699000104427737,0.7708333333333334,0.7696969428195181,0.694846671205331,0.7991546684118673,0.0236205501335538,0.28099489212036133,0.7368421052631579,0.7,0.717948717948718,60.0,0.78125,0.8333333333333334,0.8064516129032258,60.0,0.7936507936507936,0.8333333333333334,0.8130081300813008,60.0,0.7678571428571429,0.7166666666666667,0.7413793103448276,60.0,"[[42, 8, 6, 4], [7, 50, 0, 3], [4, 0, 50, 6], [4, 6, 7, 43]]",42,8,6,4,7,50,0,3,4,0,50,6,4,6,7,43,,,,,,,,,,
KNN_5,0.7708333333333334,0.7708333333333333,0.7708616283061053,0.7708333333333334,0.7706686705273263,0.6945569975219987,0.7604602966841186,0.016009318372398128,0.06279993057250977,0.7241379310344828,0.7,0.711864406779661,60.0,0.8166666666666667,0.8166666666666667,0.8166666666666667,60.0,0.7966101694915254,0.7833333333333333,0.7899159663865546,60.0,0.746031746031746,0.7833333333333333,0.7642276422764228,60.0,"[[42, 7, 5, 6], [7, 49, 0, 4], [7, 0, 47, 6], [2, 4, 7, 47]]",42,7,5,6,7,49,0,4,7,0,47,6,2,4,7,47,,,,,,,,,,
MLP_Small,0.7666666666666667,0.7666666666666667,0.7659284983014565,0.7666666666666667,0.7657974069245255,0.6891920724595908,0.7541666666666667,0.017430232926362976,0.5427472591400146,0.7543859649122807,0.7166666666666667,0.7350427350427351,60.0,0.7846153846153846,0.85,0.816,60.0,0.7833333333333333,0.7833333333333333,0.7833333333333333,60.0,0.7413793103448276,0.7166666666666667,0.7288135593220338,60.0,"[[43, 7, 7, 3], [5, 51, 0, 4], [5, 0, 47, 8], [4, 7, 6, 43]]",43,7,7,3,5,51,0,4,5,0,47,8,4,7,6,43,,,,,,,,,,
KNN_7,0.7625,0.7625,0.7639074464258184,0.7625,0.7623365167915312,0.6838559229509721,0.775087260034904,0.023094254751292533,0.05860304832458496,0.7068965517241379,0.6833333333333333,0.6949152542372882,60.0,0.8032786885245902,0.8166666666666667,0.8099173553719008,60.0,0.8181818181818182,0.75,0.782608695652174,60.0,0.7272727272727273,0.8,0.7619047619047619,60.0,"[[41, 8, 5, 6], [7, 49, 0, 4], [7, 0, 45, 8], [3, 4, 5, 48]]",41,8,5,6,7,49,0,4,7,0,45,8,3,4,5,48,,,,,,,,,,
RidgeClassifier,0.7625,0.7625,0.7623093465250604,0.7625,0.7604502397954391,0.684506874235183,0.7531359075043629,0.02329058695409416,0.026781558990478516,0.7636363636363637,0.7,0.7304347826086957,60.0,0.7846153846153846,0.85,0.816,60.0,0.746268656716418,0.8333333333333334,0.7874015748031497,60.0,0.7547169811320755,0.6666666666666666,0.7079646017699115,60.0,"[[42, 8, 6, 4], [6, 51, 0, 3], [4, 0, 50, 6], [3, 6, 11, 40]]",42,8,6,4,6,51,0,3,4,0,50,6,3,6,11,40,0.2538607120513916,0.11896733194589615,0.12272588908672333,0.03152531385421753,0.11423446238040924,0.09338370710611343,0.059264007955789566,0.0674663856625557,0.057264670729637146,0.1412351429462433
AdaBoost,0.7625,0.7625,0.766761672477133,0.7625,0.7634491750467981,0.6840145203053043,0.7782558900523561,0.016560598458434387,0.6974694728851318,0.671875,0.7166666666666667,0.6935483870967742,60.0,0.7894736842105263,0.75,0.7692307692307693,60.0,0.8518518518518519,0.7666666666666667,0.8070175438596491,60.0,0.7538461538461538,0.8166666666666667,0.784,60.0,"[[43, 9, 5, 3], [10, 45, 0, 5], [5, 1, 46, 8], [6, 2, 3, 49]]",43,9,5,3,10,45,0,5,5,1,46,8,6,2,3,49,0.23872888967732595,0.13894638067187925,0.10052506458348909,0.05851768926544467,0.04283123874395241,0.050954551207815536,0.10687267213050818,0.04035168660835909,0.0921744085017036,0.1300974186095225
GaussianNB,0.7458333333333333,0.7458333333333333,0.7454069336299592,0.7458333333333333,0.7455184310456608,0.6611723336061363,0.743728184991274,0.008613614137172137,0.029619932174682617,0.7068965517241379,0.6833333333333333,0.6949152542372882,60.0,0.8166666666666667,0.8166666666666667,0.8166666666666667,60.0,0.7,0.7,0.7,60.0,0.7580645161290323,0.7833333333333333,0.7704918032786885,60.0,"[[41, 7, 8, 4], [7, 49, 1, 3], [10, 0, 42, 8], [0, 4, 9, 47]]",41,7,8,4,7,49,1,3,10,0,42,8,0,4,9,47,,,,,,,,,,
SGDClassifier,0.7458333333333333,0.7458333333333333,0.7610613106636085,0.7458333333333333,0.7457425403714381,0.6650172440746887,0.7499400087260034,0.03619707707099853,0.07808613777160645,0.6438356164383562,0.7833333333333333,0.706766917293233,60.0,0.7936507936507936,0.8333333333333334,0.8130081300813008,60.0,0.8809523809523809,0.6166666666666667,0.7254901960784313,60.0,0.7258064516129032,0.75,0.7377049180327869,60.0,"[[47, 7, 1, 5], [6, 50, 0, 4], [15, 0, 37, 8], [5, 6, 4, 45]]",47,7,1,5,6,50,0,4,15,0,37,8,5,6,4,45,1.7826597690582275,1.0771232843399048,0.900700032711029,0.3797825872898102,1.0350143909454346,0.9101923108100891,0.5084482431411743,0.4440544843673706,0.36968016624450684,0.8758137226104736
KNN_3,0.7458333333333333,0.7458333333333333,0.7452361676999468,0.7458333333333333,0.7449041763598093,0.6614940309874751,0.7384762216404887,0.015796721408882358,0.1600799560546875,0.6842105263157895,0.65,0.6666666666666666,60.0,0.7575757575757576,0.8333333333333334,0.7936507936507936,60.0,0.8103448275862069,0.7833333333333333,0.7966101694915254,60.0,0.7288135593220338,0.7166666666666667,0.7226890756302521,60.0,"[[39, 10, 5, 6], [5, 50, 0, 5], [8, 0, 47, 5], [5, 6, 6, 43]]",39,10,5,6,5,50,0,5,8,0,47,5,5,6,6,43,,,,,,,,,,
NearestCentroid,0.7333333333333333,0.7333333333333334,0.7328701181053567,0.7333333333333333,0.7329744754549327,0.6445190458736976,0.7259434991273996,0.010711819049897237,0.2037367820739746,0.6949152542372882,0.6833333333333333,0.6890756302521008,60.0,0.7704918032786885,0.7833333333333333,0.7768595041322314,60.0,0.7241379310344828,0.7,0.711864406779661,60.0,0.7419354838709677,0.7666666666666667,0.7540983606557377,60.0,"[[41, 7, 8, 4], [8, 47, 1, 4], [10, 0, 42, 8], [0, 7, 7, 46]]",41,7,8,4,8,47,1,4,10,0,42,8,0,7,7,46,,,,,,,,,,
DecisionTree,0.7,0.7,0.6995236773954866,0.7,0.696653823347684,0.6017997319902206,0.7154886561954624,0.01523456253487703,0.04114961624145508,0.6617647058823529,0.75,0.703125,60.0,0.7352941176470589,0.8333333333333334,0.78125,60.0,0.7735849056603774,0.6833333333333333,0.7256637168141593,60.0,0.6274509803921569,0.5333333333333333,0.5765765765765766,60.0,"[[45, 7, 2, 6], [7, 50, 0, 3], [8, 1, 41, 10], [8, 10, 10, 32]]",45,7,2,6,7,50,0,3,8,1,41,10,8,10,10,32,0.2718655493968182,0.07857939852631059,0.057425322684192634,0.029578704599206983,0.03520150276263683,0.190802752509418,0.0614961202222129,0.037310405267002716,0.07083831060128068,0.16690193343092055
ExtraTree,0.675,0.6749999999999999,0.675724651442498,0.675,0.6733894236741259,0.567811329368575,0.6652595986038394,0.032390998123544505,0.027498245239257812,0.6176470588235294,0.7,0.65625,60.0,0.6825396825396826,0.7166666666666667,0.6991869918699187,60.0,0.7627118644067796,0.75,0.7563025210084033,60.0,0.64,0.5333333333333333,0.5818181818181818,60.0,"[[42, 10, 3, 5], [12, 43, 0, 5], [7, 0, 45, 8], [7, 10, 11, 32]]",42,10,3,5,12,43,0,5,7,0,45,8,7,10,11,32,0.29063436592722447,0.051662963596084556,0.08326952236695295,0.04078118857684915,0.0480194034393657,0.09487738698205778,0.05443801748350339,0.061417561378341125,0.12349921648058347,0.15140037376903742
PassiveAggressive,0.6416666666666667,0.6416666666666667,0.6725266362252663,0.6416666666666667,0.597541035687811,0.5447971026341628,0.7447316753926702,0.023156906632186405,0.06910181045532227,0.7272727272727273,0.13333333333333333,0.22535211267605634,60.0,0.7727272727272727,0.85,0.8095238095238095,60.0,0.7123287671232876,0.8666666666666667,0.7819548872180451,60.0,0.4777777777777778,0.7166666666666667,0.5733333333333334,60.0,"[[8, 6, 13, 33], [1, 51, 1, 7], [1, 0, 52, 7], [1, 9, 7, 43]]",8,6,13,33,1,51,1,7,1,0,52,7,1,9,7,43,5.377911567687988,2.947281837463379,1.647814154624939,1.791609525680542,2.626936912536621,2.1762239933013916,1.2096894979476929,1.946666955947876,1.8252761363983154,2.684065818786621
DummyStratified,0.26666666666666666,0.26666666666666666,0.267514007467534,0.26666666666666666,0.2667868562437917,0.022239217006535677,0.2562881762652705,0.016725614991403733,0.025658845901489258,0.2777777777777778,0.25,0.2631578947368421,60.0,0.23076923076923078,0.25,0.24,60.0,0.2711864406779661,0.26666666666666666,0.2689075630252101,60.0,0.2903225806451613,0.3,0.29508196721311475,60.0,"[[15, 17, 14, 14], [14, 15, 15, 16], [12, 18, 16, 14], [13, 15, 14, 18]]",15,17,14,14,14,15,15,16,12,18,16,14,13,15,14,18,,,,,,,,,,
DummyMostFrequent,0.25,0.25,0.0625,0.25,0.1,0.0,0.2510471204188482,0.0005235602094240787,0.015274763107299805,0.0,0.0,0.0,60.0,0.25,1.0,0.4,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,"[[0, 60, 0, 0], [0, 60, 0, 0], [0, 60, 0, 0], [0, 60, 0, 0]]",0,60,0,0,0,60,0,0,0,60,0,0,0,60,0,0,,,,,,,,,,
