Classifier,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,MCC,CV_Mean,CV_Std,Train_Time_s,Seed
GaussianNB,0.7279411764705882,0.7279411764705882,0.7264180515008609,0.7279411764705882,0.7262364311193027,0.6377953627498079,0.748126813449394,0.019861549922513,0.0271441936492919,5
DecisionTree,0.7205882352941176,0.7205882352941176,0.7198442168160476,0.7205882352941176,0.718942262169807,0.628164591637884,0.6936977299880527,0.0308275633489565,0.0321850776672363,5
SGDClassifier,0.7095588235294118,0.7095588235294118,0.7143552990816581,0.7095588235294118,0.7102258666624544,0.6138190704856621,0.7693847072879332,0.0163230362216481,0.0746495723724365,5
NearestCentroid,0.7058823529411765,0.7058823529411764,0.7056804195086928,0.7058823529411765,0.7051008539927347,0.6082378833538239,0.7269329237071173,0.0138718362236354,0.1720519065856933,5
ExtraTree,0.7022058823529411,0.7022058823529411,0.7054725539800166,0.7022058823529411,0.7028243373195646,0.6035724033042636,0.672499573306025,0.0194907698748886,0.0170674324035644,5
Perceptron,0.6286764705882353,0.6286764705882353,0.6348186539157735,0.6286764705882353,0.6284379872634874,0.5065662260393139,0.6835466803208737,0.0483544523275678,0.0735583305358886,5
PassiveAggressive,0.4448529411764705,0.4448529411764705,0.5414262460709474,0.4448529411764705,0.4312502035676733,0.2801469636128849,0.6844768731865506,0.0429897820012481,0.0757226943969726,5
DummyMostFrequent,0.25,0.25,0.0625,0.25,0.1,0.0,0.2490783410138249,0.0004608294930875,0.0169267654418945,5
DummyStratified,0.2426470588235294,0.2426470588235294,0.2429536074469303,0.2426470588235294,0.2425018145067706,-0.009812236349997,0.2481353473288957,0.0206771673844691,0.0158503055572509,5
LogisticRegression_L1,0.8382352941176471,0.8382352941176471,0.8370111752978251,0.8382352941176471,0.8364918711151229,0.785007251192999,0.7795314900153609,0.0274700809142119,0.0369558334350585,42
LogisticRegression_L2,0.8382352941176471,0.8382352941176471,0.8367828930359478,0.8382352941176471,0.8366242001608853,0.7848655659195423,0.7832223928998123,0.0254760760019424,0.0325086116790771,42
LogisticRegression_ElasticNet,0.8382352941176471,0.8382352941176471,0.8370111752978251,0.8382352941176471,0.8364918711151229,0.785007251192999,0.7823007339136371,0.0258664126032927,0.0367677211761474,42
SVC_RBF,0.8272058823529411,0.8272058823529411,0.8264022435897437,0.8272058823529411,0.824814483616691,0.7708870476617596,0.7924432497013142,0.0391697158008091,0.1308321952819824,42
SVC_Linear,0.8272058823529411,0.8272058823529412,0.8261208973967351,0.8272058823529411,0.8258849604952355,0.7700937461631733,0.7915130568356374,0.0350200937935452,0.1348745822906494,42
MLP_Large,0.8235294117647058,0.8235294117647058,0.8229404581728124,0.8235294117647058,0.8211066609789237,0.7661016222060837,0.7611025772316095,0.0389751386139772,0.6045944690704346,42
StackingEnsemble,0.8235294117647058,0.8235294117647058,0.8218045112781955,0.8235294117647058,0.8214012427628425,0.7655202878953234,0.8007381805768903,0.0189727565171588,11.208327054977415,42
GaussianProcess,0.8198529411764706,0.8198529411764706,0.8208974026430194,0.8198529411764706,0.8172737885200362,0.7618800614855659,0.788752346816863,0.03336481036558,267.4209315776825,42
MLP_Medium,0.8198529411764706,0.8198529411764706,0.818923210651289,0.8198529411764706,0.8186413503577682,0.7602836347470819,0.7583162655743301,0.0095999923941775,0.3623626232147217,42
MLP_L2,0.8198529411764706,0.8198529411764706,0.818923210651289,0.8198529411764706,0.8186413503577682,0.7602836347470819,0.7583162655743301,0.0095999923941775,0.3516108989715576,42
LDA,0.8161764705882353,0.8161764705882353,0.8152859981548507,0.8161764705882353,0.814558664954059,0.755624048786497,0.7878306878306879,0.0226902616655183,0.0280323028564453,42
LinearSVC,0.8161764705882353,0.8161764705882353,0.8146701388888888,0.8161764705882353,0.8147186147186147,0.7553376906680899,0.774906127325482,0.0283274787019949,0.1577849388122558,42
XGBoost,0.8125,0.8125,0.8123375579740093,0.8125,0.8101545105113885,0.7514776469602726,0.7832223928998123,0.029349519078787,1.4392619132995603,42
RandomForest,0.8088235294117647,0.8088235294117647,0.807269289849935,0.8088235294117647,0.8069827959988142,0.745756888633349,0.7970643454514422,0.0206651024251494,0.7943990230560303,42
NuSVC,0.8088235294117647,0.8088235294117647,0.8085148083623693,0.8088235294117647,0.8048639976199583,0.7475269211522979,0.7869175627240143,0.027122226484723,0.2143614292144775,42
Bagging,0.8051470588235294,0.8051470588235294,0.805147701760605,0.8051470588235294,0.8040988378516982,0.7408505933133928,0.7915429254138932,0.0224146467424974,8.754213333129883,42
QDA,0.8051470588235294,0.8051470588235293,0.8042092293596214,0.8051470588235294,0.8018226420426946,0.7419497986630652,0.765710872162485,0.0319313824105506,0.0167670249938964,42
SGDClassifier,0.8014705882352942,0.8014705882352942,0.8031917604370515,0.8014705882352942,0.8014526632481807,0.7358380282844975,0.7407706093189964,0.0115258849511403,0.0725667476654052,42
CatBoost,0.8014705882352942,0.8014705882352942,0.8015399964927763,0.8014705882352942,0.8007213955526784,0.7357583562068535,0.0,0.0,0.7357180118560791,42
VotingEnsemble,0.8014705882352942,0.8014705882352942,0.8015743228857983,0.8014705882352942,0.7990349138401647,0.7368227834785919,0.7979860044376172,0.0239826247774058,11.350882530212402,42
HistGradientBoosting,0.8014705882352942,0.8014705882352942,0.8005829670396203,0.8014705882352942,0.7998956442618415,0.7359841610062395,0.7675328554360812,0.0216742748496138,19.957452535629272,42
PassiveAggressive,0.7977941176470589,0.7977941176470588,0.8077996837680897,0.7977941176470589,0.7977857713828937,0.7334519453512425,0.6890851681174262,0.0356847577038516,0.0730252265930175,42
SVC_Poly,0.7977941176470589,0.7977941176470589,0.8127203525641025,0.7977941176470589,0.794746050443459,0.7378769740815424,0.7574031404676566,0.0196381330256687,0.1558170318603515,42
ExtraTrees,0.7904411764705882,0.7904411764705883,0.7921086043323913,0.7904411764705882,0.7884270788224791,0.7223478206573863,0.7841568527052398,0.0262815849064228,0.6348404884338379,42
GradientBoosting,0.7867647058823529,0.786764705882353,0.7888176840644551,0.7867647058823529,0.7845760731627975,0.7177979639623627,0.7813662741082096,0.0230473543792994,1.9588773250579836,42
MLP_Small,0.7720588235294118,0.7720588235294117,0.7731711213225297,0.7720588235294118,0.7703410647220524,0.697323686927667,0.7343573988735279,0.0287767883284782,0.361807107925415,42
KNN_7,0.7720588235294118,0.7720588235294118,0.7791942880967272,0.7720588235294118,0.7698201035605616,0.6994013218756441,0.7721539511862092,0.0119794635571048,0.0842218399047851,42
RidgeClassifier,0.7647058823529411,0.7647058823529411,0.7628417289903955,0.7647058823529411,0.7625207683925195,0.6870053865727263,0.7527607100187745,0.0123593116006822,0.0275700092315673,42
DecisionTree,0.7573529411764706,0.7573529411764706,0.7596134152585766,0.7573529411764706,0.7578774486383182,0.6768122030980053,0.6743300904591228,0.0280386659742109,0.0438895225524902,42
Perceptron,0.7573529411764706,0.7573529411764706,0.7854233120680488,0.7573529411764706,0.7453378137989084,0.6889115185625865,0.6217357910906298,0.0759126357177337,0.0747959613800048,42
AdaBoost,0.7536764705882353,0.7536764705882352,0.761497493734336,0.7536764705882353,0.7509959795321637,0.6754754005328467,0.7620029015190305,0.033992948776238,0.3650546073913574,42
KNN_5,0.75,0.75,0.7514087288964019,0.75,0.7474994021706477,0.6684761989746444,0.7491082095920806,0.0184351965323771,0.0852861404418945,42
KNN_3,0.7463235294117647,0.7463235294117647,0.752038062825734,0.7463235294117647,0.7451191189691341,0.6638135735659829,0.7398873527905787,0.0345779486656311,0.0895562171936035,42
GaussianNB,0.7426470588235294,0.7426470588235294,0.7420454545454546,0.7426470588235294,0.7395662560046432,0.6585621404597121,0.7398702850315754,0.0217253465570808,0.027886152267456,42
NearestCentroid,0.7279411764705882,0.7279411764705883,0.7260813912998619,0.7279411764705882,0.7234889483427359,0.6394134312891983,0.720489844683393,0.0217969315807381,0.1622915267944336,42
ExtraTree,0.7022058823529411,0.7022058823529412,0.7056604634190841,0.7022058823529411,0.7010647568147841,0.6045667841995186,0.6393155828639701,0.0169965659762342,0.0174436569213867,42
DummyMostFrequent,0.25,0.25,0.0625,0.25,0.1,0.0,0.2490783410138249,0.0004608294930875,0.0174295902252197,42
DummyStratified,0.2058823529411764,0.2058823529411764,0.2022137684247733,0.2058823529411764,0.2029381276994082,-0.0590442083724125,0.2490740740740741,0.0282242489595068,0.0158534049987792,42
