Classifier,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,MCC,CV_Mean,CV_Std,Train_Time_s
LogisticRegression_L2,0.90625,0.90625,0.9131944444444444,0.90625,0.9036239495798319,0.8784381271934221,0.891076923076923,0.037348827441334796,0.030345916748046875
AdaBoost,0.875,0.875,0.8784722222222222,0.875,0.8748774509803922,0.8344205266636646,0.7661538461538461,0.07928676139523154,0.5797197818756104
KNN_5,0.875,0.875,0.8909722222222223,0.875,0.8685740321769733,0.8410342670623601,0.8904615384615384,0.030169540656628413,0.0637056827545166
LogisticRegression_ElasticNet,0.875,0.875,0.8875,0.875,0.8740079365079365,0.837707816583391,0.868,0.06183314061331921,0.031213760375976562
LogisticRegression_L1,0.875,0.875,0.8909722222222223,0.875,0.8685740321769733,0.8410342670623601,0.8753846153846153,0.06639312718405502,0.04779243469238281
KNN_3,0.875,0.875,0.8770833333333334,0.875,0.8695436507936508,0.837707816583391,0.9138461538461538,0.029656814178514453,0.05228734016418457
ExtraTrees,0.84375,0.84375,0.8448412698412698,0.84375,0.8360877684407095,0.796871631781041,0.8830769230769231,0.0337621334753113,0.9912159442901611
LinearSVC,0.84375,0.84375,0.8693181818181819,0.84375,0.840334008097166,0.8011103405759895,0.8987692307692307,0.053483614700393235,0.21190285682678223
Perceptron,0.8125,0.8125,0.8450126262626263,0.8125,0.8018253353973168,0.7630270261187353,0.844,0.05469311911115061,0.06580018997192383
GaussianNB,0.8125,0.8125,0.8541666666666666,0.8125,0.8041666666666667,0.7661308776828738,0.8753846153846153,0.056785697007392485,0.02824568748474121
KNN_7,0.8125,0.8125,0.8416666666666666,0.8125,0.8022875816993464,0.7609786277221365,0.8433846153846153,0.026866313788237606,0.06176567077636719
SVC_Linear,0.8125,0.8125,0.8115079365079365,0.8125,0.8102941176470588,0.7509784739972982,0.8673846153846153,0.05167398942826024,0.03316187858581543
SGDClassifier,0.8125,0.8125,0.8450126262626263,0.8125,0.8018253353973168,0.7630270261187353,0.8510769230769231,0.06817589502692205,0.07235240936279297
RidgeClassifier,0.8125,0.8125,0.8541666666666666,0.8125,0.8041666666666667,0.7661308776828738,0.8833846153846153,0.048194870703532094,0.030466318130493164
VotingEnsemble,0.8125,0.8125,0.8405483405483406,0.8125,0.8087163610383423,0.7599605956573484,0.9061538461538461,0.04077358467317526,1.8590397834777832
CatBoost,0.78125,0.78125,0.792063492063492,0.78125,0.7788982259570494,0.7129904073830368,0.0,0.0,0.8039324283599854
Bagging,0.78125,0.78125,0.7813492063492063,0.78125,0.773342670401494,0.7129904073830368,0.828923076923077,0.07536514662258534,6.162079334259033
RandomForest,0.78125,0.78125,0.7758928571428572,0.78125,0.7743055555555555,0.7111165791565798,0.8907692307692308,0.04570033599503588,1.2824294567108154
StackingEnsemble,0.78125,0.78125,0.7817460317460317,0.78125,0.7784313725490195,0.7101851883454066,0.8987692307692307,0.03914349266163508,4.686689376831055
SVC_RBF,0.78125,0.78125,0.799702380952381,0.78125,0.7725961538461539,0.7206366357788055,0.891076923076923,0.057575471437432496,0.03366518020629883
NuSVC,0.78125,0.78125,0.799702380952381,0.78125,0.7725961538461539,0.7206366357788055,0.8753846153846153,0.03678178092866118,0.03200340270996094
QDA,0.75,0.75,0.746031746031746,0.75,0.7450980392156863,0.6684095890309709,0.7972307692307693,0.04343150766423111,0.02698826789855957
LDA,0.75,0.75,0.7694444444444445,0.75,0.7382999353587589,0.6800818272675608,0.868,0.07041651231849384,0.027992963790893555
MLP_L2,0.75,0.75,0.768452380952381,0.75,0.7413461538461539,0.6782462454388758,0.7510769230769231,0.0686119350633408,0.3256521224975586
NearestCentroid,0.75,0.75,0.7569444444444444,0.75,0.7416729512317748,0.6728274136498881,0.8830769230769231,0.023412938313534536,0.02957463264465332
MLP_Medium,0.75,0.75,0.768452380952381,0.75,0.7413461538461539,0.6782462454388758,0.7510769230769231,0.0686119350633408,0.3460981845855713
MLP_Large,0.71875,0.71875,0.7757575757575758,0.71875,0.6829033367733058,0.6463956203828575,0.7104615384615385,0.0744678954692645,0.3220865726470947
PassiveAggressive,0.71875,0.71875,0.79004329004329,0.71875,0.6842105263157896,0.6518659206234476,0.836923076923077,0.05486077051966946,0.07795572280883789
SVC_Poly,0.6875,0.6875,0.8176470588235294,0.6875,0.6835431235431235,0.6331018843045884,0.726769230769231,0.06419349448135545,0.03029608726501465
GradientBoosting,0.6875,0.6875,0.6924242424242424,0.6875,0.6726110147162779,0.5934654647590163,0.8206153846153846,0.057073398190970626,2.770284652709961
XGBoost,0.6875,0.6875,0.6904761904761905,0.6875,0.6862745098039216,0.5848583904020995,0.8596923076923076,0.029438934891975355,0.9426863193511963
HistGradientBoosting,0.6875,0.6875,0.7063492063492063,0.6875,0.6941176470588235,0.5848583904020995,0.8286153846153846,0.062223875248071554,1.8600964546203613
DecisionTree,0.65625,0.65625,0.6666666666666666,0.65625,0.6565126050420169,0.5437950311197375,0.7738461538461537,0.035961846975229486,0.03977155685424805
ExtraTree,0.59375,0.59375,0.634659090909091,0.59375,0.6028593117408907,0.4638007234913623,0.7276923076923076,0.1122802917048466,0.028840065002441406
