Classifier,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,MCC,CV_Mean,CV_Std,Train_Time_s,AA_precision,AA_recall,AA_f1,AA_support,BB_precision,BB_recall,BB_f1,BB_support,BA_precision,BA_recall,BA_f1,BA_support,AB_precision,AB_recall,AB_f1,AB_support,Confusion_Matrix,CM_AA_pred_AA,CM_AA_pred_BB,CM_AA_pred_BA,CM_AA_pred_AB,CM_BB_pred_AA,CM_BB_pred_BB,CM_BB_pred_BA,CM_BB_pred_AB,CM_BA_pred_AA,CM_BA_pred_BB,CM_BA_pred_BA,CM_BA_pred_AB,CM_AB_pred_AA,CM_AB_pred_BB,CM_AB_pred_BA,CM_AB_pred_AB,FeatImp_1,FeatImp_2,FeatImp_3,FeatImp_4,FeatImp_5,FeatImp_6,FeatImp_7,FeatImp_8,FeatImp_9,FeatImp_10
ExtraTrees,0.8088235294117647,0.8088235294117647,0.8088301482280782,0.8088235294117647,0.8076264862236087,0.7458376842373455,0.7970387438129374,0.018762964052215954,0.6312577724456787,0.765625,0.7205882352941176,0.7424242424242424,68.0,0.8309859154929577,0.8676470588235294,0.8489208633093526,68.0,0.8387096774193549,0.7647058823529411,0.8,68.0,0.8,0.8823529411764706,0.8391608391608392,68.0,"[[49, 9, 8, 2], [6, 59, 0, 3], [6, 0, 52, 10], [3, 3, 2, 60]]",49,9,8,2,6,59,0,3,6,0,52,10,3,3,2,60,0.18814780180506477,0.1252711579941816,0.09571033996674219,0.06240174599101113,0.07182762911646767,0.09806833410735315,0.08816310933325615,0.08181691642465608,0.09163699806263909,0.09695596719862828
CatBoost,0.8014705882352942,0.8014705882352942,0.8022696043591566,0.8014705882352942,0.8010632850327507,0.7357981890105969,0.0,0.0,0.7631514072418213,0.746268656716418,0.7352941176470589,0.7407407407407407,68.0,0.8507462686567164,0.8382352941176471,0.8444444444444444,68.0,0.8253968253968254,0.7647058823529411,0.7938931297709924,68.0,0.7866666666666666,0.8676470588235294,0.8251748251748252,68.0,"[[50, 6, 8, 4], [7, 57, 0, 4], [7, 1, 52, 8], [3, 3, 3, 59]]",50,6,8,4,7,57,0,4,7,1,52,8,3,3,3,59,22.73665151008796,11.852831129100801,8.301246733149947,5.886445166360107,6.356843624896229,12.670124396893813,5.018388981302924,8.182939780005976,8.870998080658179,10.123530597544066
SVC_RBF,0.7977941176470589,0.7977941176470589,0.7989866602378657,0.7977941176470589,0.7973309465272529,0.7310380026734803,0.8025857654889913,0.012790676985654842,0.12796378135681152,0.7352941176470589,0.7352941176470589,0.7352941176470589,68.0,0.8676470588235294,0.8676470588235294,0.8676470588235294,68.0,0.819672131147541,0.7352941176470589,0.7751937984496124,68.0,0.7733333333333333,0.8529411764705882,0.8111888111888111,68.0,"[[50, 8, 7, 3], [7, 59, 0, 2], [6, 0, 50, 12], [5, 1, 4, 58]]",50,8,7,3,7,59,0,2,6,0,50,12,5,1,4,58,,,,,,,,,,
XGBoost,0.7977941176470589,0.7977941176470589,0.7986167305016878,0.7977941176470589,0.7975178154098199,0.7308005541577678,0.7767323775388292,0.01616264735423842,1.4999454021453857,0.7391304347826086,0.75,0.7445255474452555,68.0,0.8382352941176471,0.8382352941176471,0.8382352941176471,68.0,0.8225806451612904,0.75,0.7846153846153846,68.0,0.7945205479452054,0.8529411764705882,0.8226950354609929,68.0,"[[51, 9, 7, 1], [7, 57, 0, 4], [6, 1, 51, 10], [5, 1, 4, 58]]",51,9,7,1,7,57,0,4,6,1,51,10,5,1,4,58,0.19951757788658142,0.11500776559114456,0.058501407504081726,0.04439264163374901,0.057726673781871796,0.12644971907138824,0.10208377242088318,0.06219271570444107,0.0842428058385849,0.14988493919372559
Bagging,0.7977941176470589,0.7977941176470588,0.7986979467315304,0.7977941176470589,0.796922011741283,0.731196430328885,0.7841312510667349,0.012857871949021557,8.77323579788208,0.7777777777777778,0.7205882352941176,0.7480916030534351,68.0,0.7945205479452054,0.8529411764705882,0.8226950354609929,68.0,0.8387096774193549,0.7647058823529411,0.8,68.0,0.7837837837837838,0.8529411764705882,0.8169014084507042,68.0,"[[49, 10, 7, 2], [7, 58, 0, 3], [4, 1, 52, 11], [3, 4, 3, 58]]",49,10,7,2,7,58,0,3,4,1,52,11,3,4,3,58,,,,,,,,,,
SVC_Linear,0.7941176470588235,0.7941176470588235,0.7937319704001004,0.7941176470588235,0.793859524486123,0.7255294234269193,0.8007296466973886,0.011209571512795983,0.13216471672058105,0.746268656716418,0.7352941176470589,0.7407407407407407,68.0,0.8285714285714286,0.8529411764705882,0.8405797101449275,68.0,0.7941176470588235,0.7941176470588235,0.7941176470588235,68.0,0.8059701492537313,0.7941176470588235,0.8,68.0,"[[50, 8, 7, 3], [7, 58, 0, 3], [6, 1, 54, 7], [4, 3, 7, 54]]",50,8,7,3,7,58,0,3,6,1,54,7,4,3,7,54,0.8560307303160037,0.6771575763572658,0.40884513804135825,0.16053153460925298,0.31830981731825,0.5010613844236848,0.2664544959545369,0.2783359063461408,0.25816955948606063,0.5245577236123445
HistGradientBoosting,0.7941176470588235,0.7941176470588235,0.7963181882922661,0.7941176470588235,0.7936823767220288,0.7263677923033591,0.7794973544973546,0.01418876230677183,19.964327335357666,0.7142857142857143,0.7352941176470589,0.7246376811594203,68.0,0.8235294117647058,0.8235294117647058,0.8235294117647058,68.0,0.847457627118644,0.7352941176470589,0.7874015748031497,68.0,0.8,0.8823529411764706,0.8391608391608392,68.0,"[[50, 9, 7, 2], [8, 56, 0, 4], [8, 1, 50, 9], [4, 2, 2, 60]]",50,9,7,2,8,56,0,4,8,1,50,9,4,2,2,60,,,,,,,,,,
MLP_Large,0.7941176470588235,0.7941176470588235,0.795429625199362,0.7941176470588235,0.7938809739182873,0.7260661690432364,0.7979604027991125,0.017214719751587185,0.5897767543792725,0.7575757575757576,0.7352941176470589,0.746268656716418,68.0,0.8484848484848485,0.8235294117647058,0.835820895522388,68.0,0.8125,0.7647058823529411,0.7878787878787878,68.0,0.7631578947368421,0.8529411764705882,0.8055555555555556,68.0,"[[50, 7, 7, 4], [8, 56, 0, 4], [5, 1, 52, 10], [3, 2, 5, 58]]",50,7,7,4,8,56,0,4,5,1,52,10,3,2,5,58,,,,,,,,,,
StackingEnsemble,0.7941176470588235,0.7941176470588236,0.7981675827566238,0.7941176470588235,0.7946746302281776,0.7263677923033591,0.8016598395630654,0.010102934807390163,8.026014566421509,0.6986301369863014,0.75,0.723404255319149,68.0,0.8769230769230769,0.8382352941176471,0.8571428571428571,68.0,0.8333333333333334,0.7352941176470589,0.78125,68.0,0.7837837837837838,0.8529411764705882,0.8169014084507042,68.0,"[[51, 7, 8, 2], [8, 57, 0, 3], [7, 0, 50, 11], [7, 1, 2, 58]]",51,7,8,2,8,57,0,3,7,0,50,11,7,1,2,58,,,,,,,,,,
RandomForest,0.7904411764705882,0.7904411764705882,0.7924441786283891,0.7904411764705882,0.7899623823815705,0.721472935732024,0.7878136200716845,0.006812922633273884,0.7981035709381104,0.7,0.7205882352941176,0.7101449275362319,68.0,0.8636363636363636,0.8382352941176471,0.8507462686567164,68.0,0.8166666666666667,0.7205882352941176,0.765625,68.0,0.7894736842105263,0.8823529411764706,0.8333333333333334,68.0,"[[49, 8, 9, 2], [7, 57, 0, 4], [9, 0, 49, 10], [5, 1, 2, 60]]",49,8,9,2,7,57,0,4,9,0,49,10,5,1,2,60,0.20422522714767694,0.12195643274067099,0.09299209306827466,0.050513813394198796,0.057220921052316825,0.11305663069472008,0.09022996223616456,0.07194340856526797,0.08428261675119206,0.11357889434951707
