Classifier,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,MCC,CV_Mean,CV_Std,Train_Time_s
ExtraTrees,0.8088235294117647,0.8088235294117647,0.8088301482280782,0.8088235294117647,0.8076264862236087,0.7458376842373455,0.7970387438129374,0.018762964052215954,0.6312577724456787
CatBoost,0.8014705882352942,0.8014705882352942,0.8022696043591566,0.8014705882352942,0.8010632850327507,0.7357981890105969,0.0,0.0,0.7631514072418213
SVC_RBF,0.7977941176470589,0.7977941176470589,0.7989866602378657,0.7977941176470589,0.7973309465272529,0.7310380026734803,0.8025857654889913,0.012790676985654842,0.12796378135681152
XGBoost,0.7977941176470589,0.7977941176470589,0.7986167305016878,0.7977941176470589,0.7975178154098199,0.7308005541577678,0.7767323775388292,0.01616264735423842,1.4999454021453857
Bagging,0.7977941176470589,0.7977941176470588,0.7986979467315304,0.7977941176470589,0.796922011741283,0.731196430328885,0.7841312510667349,0.012857871949021557,8.77323579788208
SVC_Linear,0.7941176470588235,0.7941176470588235,0.7937319704001004,0.7941176470588235,0.793859524486123,0.7255294234269193,0.8007296466973886,0.011209571512795983,0.13216471672058105
HistGradientBoosting,0.7941176470588235,0.7941176470588235,0.7963181882922661,0.7941176470588235,0.7936823767220288,0.7263677923033591,0.7794973544973546,0.01418876230677183,19.964327335357666
MLP_Large,0.7941176470588235,0.7941176470588235,0.795429625199362,0.7941176470588235,0.7938809739182873,0.7260661690432364,0.7979604027991125,0.017214719751587185,0.5897767543792725
StackingEnsemble,0.7941176470588235,0.7941176470588236,0.7981675827566238,0.7941176470588235,0.7946746302281776,0.7263677923033591,0.8016598395630654,0.010102934807390163,8.026014566421509
RandomForest,0.7904411764705882,0.7904411764705882,0.7924441786283891,0.7904411764705882,0.7899623823815705,0.721472935732024,0.7878136200716845,0.006812922633273884,0.7981035709381104
VotingEnsemble,0.7904411764705882,0.7904411764705882,0.7934398418733959,0.7904411764705882,0.7901922791300395,0.7216163554602536,0.7905743300904591,0.016341523607088577,8.807973623275757
GP,0.7904411764705882,0.7904411764705883,0.7897741147741147,0.7904411764705882,0.7897079655660891,0.7208351033126222,0.7988777948455368,0.00891618897197594,54.29158425331116
GradientBoosting,0.7867647058823529,0.7867647058823529,0.792411448165459,0.7867647058823529,0.7863688886396368,0.7176808797181123,0.7841269841269841,0.01904211252296071,1.9574429988861084
AdaBoost,0.7757352941176471,0.7757352941176471,0.7895235274119846,0.7757352941176471,0.7760377646455898,0.7048912122072488,0.7573562041303976,0.021032985217039998,0.3679237365722656
NuSVC,0.7757352941176471,0.7757352941176471,0.7737214611872146,0.7757352941176471,0.7732058721420423,0.701904425686887,0.7933521078682368,0.013568653717087145,0.21369647979736328
MLP_Small,0.7757352941176471,0.775735294117647,0.774828130176802,0.7757352941176471,0.7747134472518103,0.7013343843696721,0.7343445980542754,0.0454391869415131,0.25313472747802734
LogisticRegression_ElasticNet,0.7757352941176471,0.775735294117647,0.7744869687005237,0.7757352941176471,0.7746754449258392,0.7012458360410405,0.7970344768731865,0.012252074484036543,0.03926825523376465
LogisticRegression_L1,0.7757352941176471,0.775735294117647,0.7744869687005237,0.7757352941176471,0.7746754449258392,0.7012458360410405,0.7988777948455368,0.011422160171868811,0.03602004051208496
MLP_L2,0.7720588235294118,0.7720588235294117,0.7716336308816708,0.7720588235294118,0.771106379419355,0.696517910542488,0.7767707799965865,0.029967427195474208,0.48531174659729004
LDA,0.7720588235294118,0.7720588235294117,0.7709789675222039,0.7720588235294118,0.7709673171660123,0.696417384774612,0.7970302099334357,0.01539712423579808,0.02790522575378418
MLP_Medium,0.7720588235294118,0.7720588235294117,0.7716336308816708,0.7720588235294118,0.771106379419355,0.696517910542488,0.7767707799965865,0.029967427195474208,0.48293447494506836
LogisticRegression_L2,0.7720588235294118,0.7720588235294117,0.7706556278425348,0.7720588235294118,0.7707781774917325,0.6964299481153388,0.7997994538317119,0.014689484062684138,0.03305339813232422
SVC_Poly,0.7683823529411765,0.7683823529411764,0.7944460766498034,0.7683823529411765,0.7679697125398482,0.7008033651839889,0.765689537463731,0.009222233927021308,0.1598987579345703
KNN_7,0.7647058823529411,0.7647058823529412,0.7665012333204553,0.7647058823529411,0.7633606846211931,0.687539533015401,0.7795186891961086,0.014707378154057378,0.08493280410766602
QDA,0.7647058823529411,0.7647058823529411,0.7640023205595126,0.7647058823529411,0.7624764682358549,0.6873903435739104,0.7721326164874551,0.023497799723850025,0.016988277435302734
LinearSVC,0.7610294117647058,0.7610294117647058,0.759634649322781,0.7610294117647058,0.7593567558405049,0.6819504263247945,0.7841184502474825,0.0130869650710445,0.1607964038848877
KNN_5,0.7610294117647058,0.761029411764706,0.7633636788048552,0.7610294117647058,0.7596610418360892,0.6827520465541821,0.7675200546168288,0.012706989562459666,0.08725094795227051
KNN_3,0.7463235294117647,0.7463235294117647,0.7516582562345151,0.7463235294117647,0.7467300539409633,0.662924596124515,0.7481566820276498,0.014418882808444234,0.09095883369445801
RidgeClassifier,0.7426470588235294,0.7426470588235294,0.7405528007846556,0.7426470588235294,0.7405556884430124,0.6574791838322407,0.7499829322409968,0.01685633688974476,0.02838134765625
GaussianNB,0.7279411764705882,0.7279411764705882,0.7264180515008609,0.7279411764705882,0.7262364311193027,0.6377953627498079,0.748126813449394,0.019861549922513044,0.027144193649291992
DecisionTree,0.7205882352941176,0.7205882352941176,0.7198442168160476,0.7205882352941176,0.718942262169807,0.628164591637884,0.6936977299880527,0.030827563348956567,0.03218507766723633
SGDClassifier,0.7095588235294118,0.7095588235294118,0.7143552990816581,0.7095588235294118,0.7102258666624544,0.6138190704856621,0.7693847072879332,0.016323036221648168,0.07464957237243652
NearestCentroid,0.7058823529411765,0.7058823529411764,0.7056804195086928,0.7058823529411765,0.7051008539927347,0.6082378833538239,0.7269329237071173,0.01387183622363542,0.17205190658569336
ExtraTree,0.7022058823529411,0.7022058823529411,0.7054725539800166,0.7022058823529411,0.7028243373195646,0.6035724033042636,0.672499573306025,0.01949076987488865,0.017067432403564453
Perceptron,0.6286764705882353,0.6286764705882353,0.6348186539157735,0.6286764705882353,0.6284379872634874,0.5065662260393139,0.6835466803208737,0.04835445232756789,0.07355833053588867
PassiveAggressive,0.44485294117647056,0.44485294117647056,0.5414262460709474,0.44485294117647056,0.4312502035676733,0.28014696361288494,0.6844768731865506,0.04298978200124816,0.07572269439697266
DummyMostFrequent,0.25,0.25,0.0625,0.25,0.1,0.0,0.24907834101382492,0.0004608294930875556,0.01692676544189453
DummyStratified,0.2426470588235294,0.2426470588235294,0.2429536074469303,0.2426470588235294,0.24250181450677064,-0.009812236349997044,0.24813534732889572,0.020677167384469113,0.015850305557250977
