mac,1,2,3,4,5,6,7,8,9,10,label,noise_label
76:64:61:f6:e6:14,-32.0,-44.0,-41.0,-39.0,-42.0,-39.0,-42.0,-37.0,-34.0,-34.0,AA,True
76:64:61:f6:e6:14,-31.0,-44.0,-44.0,-42.0,-46.0,-40.0,-38.0,-34.0,-33.0,-40.0,AA,True
76:64:61:f6:e6:14,-33.0,-45.0,-44.0,-39.0,-44.0,-44.0,-42.0,-36.0,-39.0,-35.0,AA,True
76:64:61:f6:e6:14,-30.0,-37.0,-39.0,-41.0,-43.0,-42.0,-41.0,-37.0,-34.0,-35.0,AA,True
76:64:61:f6:e6:14,-36.0,-44.0,-47.0,-41.0,-42.0,-38.0,-43.0,-36.0,-33.0,-37.0,AA,True
76:64:61:f6:e6:14,-38.0,-51.0,-46.0,-44.0,-40.0,-43.0,-43.0,-41.0,-43.0,-36.0,AA,True
76:64:61:f6:e6:14,-32.0,-41.0,-44.0,-45.0,-42.0,-39.0,-41.0,-35.0,-38.0,-34.0,AA,True
76:64:61:f6:e6:14,-37.0,-37.0,-41.0,-35.0,-40.0,-38.0,-39.0,-35.0,-38.0,-34.0,AA,True
76:64:61:f6:e6:14,-30.0,-35.0,-43.0,-46.0,-45.0,-47.0,-45.0,-41.0,-35.0,-35.0,AA,True
76:64:61:f6:e6:14,-28.0,-40.0,-40.0,-49.0,-47.0,-46.0,-41.0,-42.0,-39.0,-40.0,AA,True
76:64:61:f6:e6:14,-34.0,-38.0,-39.0,-38.0,-39.0,-40.0,-38.0,-33.0,-38.0,-32.0,AA,True
76:64:61:f6:e6:14,-29.0,-32.0,-40.0,-40.0,-37.0,-40.0,-33.0,-34.0,-36.0,-39.0,AA,True
76:64:61:f6:e6:14,-32.0,-37.0,-44.0,-48.0,-37.0,-43.0,-33.0,-33.0,-34.0,-38.0,AA,True
76:64:61:f6:e6:14,-37.0,-43.0,-45.0,-37.0,-36.0,-34.0,-36.0,-37.0,-29.0,-29.0,AA,True
76:64:61:f6:e6:14,-31.0,-45.0,-39.0,-41.0,-46.0,-40.0,-39.0,-40.0,-40.0,-37.0,AA,True
e6:53:5c:2a:e8:e2,-48.0,-52.0,-48.0,-47.0,-49.0,-48.0,-48.0,-50.0,-52.0,-54.0,BB,True
e6:53:5c:2a:e8:e2,-54.0,-47.0,-48.0,-48.0,-52.0,-59.0,-56.0,-57.0,-55.0,-54.0,BB,True
e6:53:5c:2a:e8:e2,-49.0,-52.0,-51.0,-51.0,-53.0,-45.0,-55.0,-59.0,-54.0,-58.0,BB,True
e6:53:5c:2a:e8:e2,-57.0,-56.0,-61.0,-58.0,-57.0,-53.0,-54.0,-59.0,-57.0,-54.0,BB,True
e6:53:5c:2a:e8:e2,-52.0,-54.0,-48.0,-54.0,-52.0,-52.0,-50.0,-53.0,-56.0,-59.0,BB,True
e6:53:5c:2a:e8:e2,-56.0,-54.0,-57.0,-56.0,-58.0,-62.0,-61.0,-58.0,-58.0,-58.0,BB,True
e6:53:5c:2a:e8:e2,-59.0,-51.0,-59.0,-55.0,-58.0,-56.0,-55.0,-57.0,-57.0,-55.0,BB,True
e6:53:5c:2a:e8:e2,-50.0,-53.0,-47.0,-51.0,-57.0,-52.0,-57.0,-59.0,-58.0,-54.0,BB,True
e6:53:5c:2a:e8:e2,-58.0,-54.0,-61.0,-58.0,-58.0,-59.0,-59.0,-54.0,-55.0,-59.0,BB,True
e6:53:5c:2a:e8:e2,-60.0,-54.0,-55.0,-60.0,-57.0,-54.0,-52.0,-52.0,-52.0,-49.0,BB,True
e6:53:5c:2a:e8:e2,-54.0,-56.0,-57.0,-62.0,-57.0,-55.0,-59.0,-55.0,-59.0,-54.0,BB,True
e6:53:5c:2a:e8:e2,-54.0,-55.0,-56.0,-53.0,-53.0,-53.0,-57.0,-58.0,-58.0,-53.0,BB,True
e6:53:5c:2a:e8:e2,-52.0,-50.0,-47.0,-50.0,-48.0,-55.0,-53.0,-52.0,-53.0,-57.0,BB,True
e6:53:5c:2a:e8:e2,-50.0,-53.0,-52.0,-51.0,-50.0,-51.0,-55.0,-53.0,-51.0,-54.0,BB,True
e6:53:5c:2a:e8:e2,-61.0,-60.0,-58.0,-56.0,-57.0,-60.0,-56.0,-55.0,-60.0,-58.0,BB,True
e6:53:5c:2a:e8:e2,-57.0,-51.0,-59.0,-61.0,-57.0,-56.0,-53.0,-55.0,-52.0,-53.0,BB,True
e6:53:5c:2a:e8:e2,-54.0,-48.0,-49.0,-51.0,-52.0,-52.0,-52.0,-52.0,-53.0,-52.0,BB,True
e6:53:5c:2a:e8:e2,-55.0,-53.0,-57.0,-53.0,-60.0,-56.0,-53.0,-58.0,-63.0,-55.0,BB,True
e6:53:5c:2a:e8:e2,-57.0,-61.0,-54.0,-52.0,-53.0,-53.0,-54.0,-58.0,-54.0,-59.0,BB,True
e6:53:5c:2a:e8:e2,-58.0,-55.0,-56.0,-53.0,-51.0,-53.0,-52.0,-53.0,-54.0,-53.0,BB,True
e6:53:5c:2a:e8:e2,-51.0,-56.0,-55.0,-61.0,-63.0,-64.0,-58.0,-53.0,-55.0,-64.0,BB,True
e6:53:5c:2a:e8:e2,-61.0,-60.0,-58.0,-58.0,-62.0,-56.0,-54.0,-52.0,-58.0,-58.0,BB,True
e6:53:5c:2a:e8:e2,-63.0,-59.0,-54.0,-57.0,-55.0,-55.0,-56.0,-54.0,-53.0,-53.0,BB,True
e6:53:5c:2a:e8:e2,-56.0,-57.0,-61.0,-55.0,-59.0,-57.0,-61.0,-57.0,-59.0,-63.0,BB,True
e6:53:5c:2a:e8:e2,-60.0,-55.0,-53.0,-59.0,-59.0,-55.0,-53.0,-53.0,-56.0,-56.0,BB,True
e6:53:5c:2a:e8:e2,-56.0,-49.0,-44.0,-49.0,-50.0,-46.0,-50.0,-59.0,-58.0,-57.0,BB,True
e6:53:5c:2a:e8:e2,-56.0,-54.0,-60.0,-54.0,-56.0,-56.0,-57.0,-54.0,-56.0,-57.0,BB,True
e6:53:5c:2a:e8:e2,-52.0,-54.0,-56.0,-56.0,-53.0,-54.0,-52.0,-56.0,-56.0,-58.0,BB,True
e6:53:5c:2a:e8:e2,-49.0,-48.0,-52.0,-56.0,-50.0,-53.0,-54.0,-54.0,-53.0,-53.0,BB,True
e6:53:5c:2a:e8:e2,-58.0,-56.0,-58.0,-56.0,-57.0,-57.0,-54.0,-59.0,-54.0,-53.0,BB,True
2e:ad:62:53:35:66,-47.0,-46.0,-46.0,-40.0,-42.0,-40.0,-38.0,-39.0,-52.0,-45.0,AA,True
2e:ad:62:53:35:66,-45.0,-43.0,-42.0,-44.0,-41.0,-41.0,-49.0,-45.0,-41.0,-42.0,AA,True
2e:ad:62:53:35:66,-42.0,-37.0,-36.0,-38.0,-38.0,-38.0,-38.0,-44.0,-39.0,-41.0,AA,True
2e:ad:62:53:35:66,-39.0,-41.0,-31.0,-33.0,-33.0,-35.0,-43.0,-31.0,-36.0,-32.0,AA,True
2e:ad:62:53:35:66,-32.0,-29.0,-29.0,-28.0,-26.0,-26.0,-29.0,-26.0,-26.0,-28.0,AA,True
2e:ad:62:53:35:66,-37.0,-38.0,-39.0,-43.0,-34.0,-36.0,-33.0,-38.0,-31.0,-31.0,AA,True
2e:ad:62:53:35:66,-32.0,-37.0,-37.0,-33.0,-35.0,-35.0,-39.0,-30.0,-42.0,-36.0,AA,True
2e:ad:62:53:35:66,-39.0,-39.0,-45.0,-41.0,-40.0,-40.0,-38.0,-39.0,-44.0,-43.0,AA,True
2e:ad:62:53:35:66,-45.0,-50.0,-44.0,-44.0,-35.0,-43.0,-34.0,-39.0,-42.0,-38.0,AA,True
2e:ad:62:53:35:66,-41.0,-39.0,-40.0,-41.0,-40.0,-41.0,-41.0,-40.0,-42.0,-39.0,AA,True
2e:ad:62:53:35:66,-41.0,-41.0,-41.0,-39.0,-40.0,-40.0,-41.0,-40.0,-40.0,-41.0,AA,True
2e:ad:62:53:35:66,-41.0,-40.0,-41.0,-41.0,-42.0,-39.0,-42.0,-42.0,-40.0,-41.0,AA,True
2e:ad:62:53:35:66,-42.0,-40.0,-40.0,-39.0,-40.0,-38.0,-49.0,-41.0,-40.0,-38.0,AA,True
2e:ad:62:53:35:66,-41.0,-40.0,-34.0,-32.0,-32.0,-40.0,-44.0,-46.0,-38.0,-51.0,AA,True
2e:ad:62:53:35:66,-45.0,-46.0,-45.0,-40.0,-36.0,-38.0,-47.0,-47.0,-41.0,-41.0,AA,True
2e:ad:62:53:35:66,-40.0,-47.0,-49.0,-43.0,-39.0,-51.0,-39.0,-39.0,-37.0,-51.0,AA,True
2e:ad:62:53:35:66,-44.0,-60.0,-46.0,-38.0,-38.0,-37.0,-39.0,-38.0,-41.0,-43.0,AA,True
2e:ad:62:53:35:66,-50.0,-48.0,-53.0,-51.0,-39.0,-39.0,-43.0,-35.0,-35.0,-42.0,AA,True
2e:ad:62:53:35:66,-39.0,-52.0,-45.0,-47.0,-40.0,-40.0,-40.0,-51.0,-49.0,-39.0,AA,True
2e:ad:62:53:35:66,-53.0,-51.0,-45.0,-48.0,-40.0,-40.0,-47.0,-37.0,-39.0,-44.0,AA,True
2e:ad:62:53:35:66,-41.0,-47.0,-55.0,-48.0,-39.0,-43.0,-40.0,-40.0,-43.0,-50.0,AA,True
2e:ad:62:53:35:66,-46.0,-54.0,-43.0,-42.0,-42.0,-49.0,-40.0,-41.0,-39.0,-36.0,AA,True
2e:ad:62:53:35:66,-41.0,-43.0,-41.0,-49.0,-45.0,-46.0,-46.0,-40.0,-39.0,-38.0,AA,True
2e:ad:62:53:35:66,-48.0,-46.0,-39.0,-49.0,-53.0,-39.0,-39.0,-38.0,-43.0,-39.0,AA,True
2e:ad:62:53:35:66,-40.0,-47.0,-47.0,-53.0,-44.0,-39.0,-48.0,-44.0,-39.0,-36.0,AA,True
2e:ad:62:53:35:66,-42.0,-48.0,-43.0,-43.0,-37.0,-44.0,-43.0,-36.0,-38.0,-45.0,AA,True
2e:ad:62:53:35:66,-45.0,-45.0,-42.0,-42.0,-40.0,-42.0,-36.0,-39.0,-47.0,-47.0,AA,True
2e:ad:62:53:35:66,-48.0,-48.0,-36.0,-41.0,-47.0,-39.0,-53.0,-54.0,-41.0,-41.0,AA,True
2e:ad:62:53:35:66,-39.0,-52.0,-48.0,-52.0,-43.0,-41.0,-38.0,-47.0,-47.0,-43.0,AA,True
2e:ad:62:53:35:66,-46.0,-44.0,-46.0,-48.0,-41.0,-41.0,-41.0,-39.0,-41.0,-34.0,AA,True
