mac,1,2,3,4,5,6,7,8,9,10,label,noise
4a:ff:61:0a:f6:20,-59.0,-36.0,-42.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,AB,True
4a:ff:61:0a:f6:20,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,AB,True
4a:ff:61:0a:f6:20,-30.0,-30.0,-30.0,-30.0,-52.0,-53.0,-53.0,-53.0,-53.0,-53.0,AB,True
4a:ff:61:0a:f6:20,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,AB,True
4a:ff:61:0a:f6:20,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,AB,True
4a:ff:61:0a:f6:20,-44.0,-44.0,-44.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,AB,True
4a:ff:61:0a:f6:20,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,AB,True
4a:ff:61:0a:f6:20,-38.0,-38.0,-38.0,-38.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,AB,True
4a:ff:61:0a:f6:20,-35.0,-35.0,-35.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,AB,True
4a:ff:61:0a:f6:20,-55.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,AB,True
4a:ff:61:0a:f6:20,-57.0,-57.0,-39.0,-44.0,-44.0,-44.0,-44.0,-44.0,-33.0,-33.0,AB,True
4a:ff:61:0a:f6:20,-33.0,-33.0,-33.0,-33.0,-33.0,-46.0,-48.0,-48.0,-48.0,-48.0,AB,True
4a:ff:61:0a:f6:20,-37.0,-37.0,-43.0,-43.0,-43.0,-43.0,-55.0,-55.0,-55.0,-55.0,AB,True
4a:ff:61:0a:f6:20,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,AB,True
4a:ff:61:0a:f6:20,-42.0,-42.0,-42.0,-48.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,AB,True
4a:ff:61:0a:f6:20,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,AB,True
4a:ff:61:0a:f6:20,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,AB,True
4a:ff:61:0a:f6:20,-49.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,AB,True
4a:ff:61:0a:f6:20,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,AB,True
4a:ff:61:0a:f6:20,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-57.0,AB,True
4a:ff:61:0a:f6:20,-39.0,-39.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,AB,True
4a:ff:61:0a:f6:20,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-47.0,-47.0,-47.0,-47.0,AB,True
4a:ff:61:0a:f6:20,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,AB,True
4a:ff:61:0a:f6:20,-49.0,-49.0,-49.0,-47.0,-47.0,-47.0,-47.0,-47.0,-61.0,-61.0,AB,True
4a:ff:61:0a:f6:20,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-73.0,-73.0,-73.0,-73.0,AB,True
4a:ff:61:0a:f6:20,-73.0,-73.0,-43.0,-43.0,-43.0,-43.0,-43.0,-62.0,-62.0,-62.0,AB,True
4a:ff:61:0a:f6:20,-62.0,-62.0,-62.0,-62.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,AB,True
4a:ff:61:0a:f6:20,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,AB,True
4a:ff:61:0a:f6:20,-54.0,-33.0,-33.0,-33.0,-33.0,-33.0,-74.0,-74.0,-50.0,-50.0,AB,True
