mac,1,2,3,4,5,6,7,8,9,10,label,noise
4a:ff:61:0a:f6:20,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-41.0,BA,True
4a:ff:61:0a:f6:20,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,BA,True
4a:ff:61:0a:f6:20,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,BA,True
4a:ff:61:0a:f6:20,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,BA,True
4a:ff:61:0a:f6:20,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,BA,True
4a:ff:61:0a:f6:20,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,BA,True
4a:ff:61:0a:f6:20,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,BA,True
4a:ff:61:0a:f6:20,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,BA,True
4a:ff:61:0a:f6:20,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-50.0,-50.0,BA,True
4a:ff:61:0a:f6:20,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,BA,True
4a:ff:61:0a:f6:20,-41.0,-41.0,-41.0,-41.0,-38.0,-56.0,-56.0,-56.0,-56.0,-50.0,BA,True
4a:ff:61:0a:f6:20,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,BA,True
4a:ff:61:0a:f6:20,-34.0,-34.0,-34.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,BA,True
4a:ff:61:0a:f6:20,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,BA,True
4a:ff:61:0a:f6:20,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,BA,True
4a:ff:61:0a:f6:20,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,BA,True
4a:ff:61:0a:f6:20,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,BA,True
4a:ff:61:0a:f6:20,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,BA,True
4a:ff:61:0a:f6:20,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,BA,True
4a:ff:61:0a:f6:20,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,BA,True
4a:ff:61:0a:f6:20,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,BA,True
4a:ff:61:0a:f6:20,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,BA,True
4a:ff:61:0a:f6:20,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-50.0,-30.0,BA,True
4a:ff:61:0a:f6:20,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,BA,True
4a:ff:61:0a:f6:20,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,BA,True
4a:ff:61:0a:f6:20,-30.0,-30.0,-47.0,-42.0,-42.0,-51.0,-37.0,-34.0,-27.0,-34.0,BA,True
4a:ff:61:0a:f6:20,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,BA,True
4a:ff:61:0a:f6:20,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,BA,True
4a:ff:61:0a:f6:20,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,BA,True
4a:ff:61:0a:f6:20,-41.0,-47.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-32.0,-32.0,BA,True
e6:53:5c:2a:e8:e2,-47.0,-48.0,-43.0,-40.0,-43.0,-46.0,-34.0,-49.0,-52.0,-42.0,BA,True
e6:53:5c:2a:e8:e2,-39.0,-41.0,-40.0,-39.0,-36.0,-27.0,-32.0,-28.0,-35.0,-35.0,BA,True
e6:53:5c:2a:e8:e2,-39.0,-36.0,-43.0,-40.0,-53.0,-38.0,-38.0,-44.0,-50.0,-61.0,BA,True
e6:53:5c:2a:e8:e2,-45.0,-48.0,-40.0,-43.0,-36.0,-29.0,-36.0,-47.0,-50.0,-74.0,BA,True
e6:53:5c:2a:e8:e2,-44.0,-51.0,-47.0,-44.0,-46.0,-39.0,-44.0,-43.0,-45.0,-49.0,BA,True
e6:53:5c:2a:e8:e2,-43.0,-45.0,-38.0,-33.0,-34.0,-43.0,-34.0,-34.0,-40.0,-40.0,BA,True
e6:53:5c:2a:e8:e2,-42.0,-54.0,-45.0,-35.0,-38.0,-38.0,-24.0,-27.0,-38.0,-40.0,BA,True
e6:53:5c:2a:e8:e2,-40.0,-39.0,-34.0,-35.0,-31.0,-28.0,-34.0,-46.0,-59.0,-34.0,BA,True
e6:53:5c:2a:e8:e2,-43.0,-39.0,-40.0,-44.0,-37.0,-39.0,-30.0,-34.0,-36.0,-51.0,BA,True
e6:53:5c:2a:e8:e2,-41.0,-49.0,-38.0,-39.0,-48.0,-40.0,-32.0,-35.0,-28.0,-51.0,BA,True
e6:53:5c:2a:e8:e2,-38.0,-42.0,-38.0,-39.0,-38.0,-32.0,-28.0,-33.0,-44.0,-34.0,BA,True
e6:53:5c:2a:e8:e2,-40.0,-41.0,-42.0,-43.0,-35.0,-25.0,-32.0,-45.0,-33.0,-50.0,BA,True
e6:53:5c:2a:e8:e2,-43.0,-49.0,-44.0,-44.0,-36.0,-28.0,-35.0,-33.0,-40.0,-63.0,BA,True
e6:53:5c:2a:e8:e2,-45.0,-59.0,-38.0,-37.0,-33.0,-35.0,-36.0,-44.0,-47.0,-45.0,BA,True
e6:53:5c:2a:e8:e2,-44.0,-43.0,-51.0,-44.0,-44.0,-28.0,-30.0,-40.0,-30.0,-53.0,BA,True
e6:53:5c:2a:e8:e2,-47.0,-46.0,-39.0,-37.0,-46.0,-30.0,-28.0,-28.0,-28.0,-46.0,BA,True
e6:53:5c:2a:e8:e2,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,BA,True
e6:53:5c:2a:e8:e2,-47.0,-47.0,-55.0,-44.0,-39.0,-38.0,-30.0,-32.0,-31.0,-38.0,BA,True
e6:53:5c:2a:e8:e2,-41.0,-41.0,-44.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,BA,True
e6:53:5c:2a:e8:e2,-47.0,-44.0,-44.0,-41.0,-41.0,-41.0,-41.0,-24.0,-24.0,-24.0,BA,True
e6:53:5c:2a:e8:e2,-45.0,-45.0,-52.0,-52.0,-45.0,-29.0,-29.0,-29.0,-29.0,-33.0,BA,True
e6:53:5c:2a:e8:e2,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-31.0,-31.0,BA,True
e6:53:5c:2a:e8:e2,-35.0,-35.0,-35.0,-35.0,-35.0,-23.0,-23.0,-23.0,-23.0,-23.0,BA,True
e6:53:5c:2a:e8:e2,-23.0,-23.0,-23.0,-23.0,-23.0,-29.0,-29.0,-29.0,-29.0,-33.0,BA,True
e6:53:5c:2a:e8:e2,-45.0,-45.0,-45.0,-39.0,-27.0,-44.0,-25.0,-42.0,-54.0,-35.0,BA,True
e6:53:5c:2a:e8:e2,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,BA,True
e6:53:5c:2a:e8:e2,-45.0,-45.0,-45.0,-45.0,-45.0,-29.0,-29.0,-29.0,-29.0,-38.0,BA,True
e6:53:5c:2a:e8:e2,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,BA,True
e6:53:5c:2a:e8:e2,-40.0,-44.0,-55.0,-55.0,-44.0,-44.0,-33.0,-41.0,-32.0,-32.0,BA,True
e6:53:5c:2a:e8:e2,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,BA,True
76:64:61:f6:e6:14,-54.0,-37.0,-35.0,-50.0,-70.0,-52.0,-48.0,-47.0,-51.0,-41.0,AB,True
76:64:61:f6:e6:14,-48.0,-37.0,-35.0,-41.0,-66.0,-53.0,-56.0,-48.0,-45.0,-43.0,AB,True
76:64:61:f6:e6:14,-41.0,-36.0,-44.0,-58.0,-80.0,-69.0,-56.0,-54.0,-49.0,-43.0,AB,True
76:64:61:f6:e6:14,-52.0,-37.0,-36.0,-49.0,-61.0,-54.0,-55.0,-50.0,-44.0,-64.0,AB,True
76:64:61:f6:e6:14,-36.0,-47.0,-38.0,-51.0,-56.0,-50.0,-55.0,-51.0,-46.0,-51.0,AB,True
76:64:61:f6:e6:14,-35.0,-37.0,-42.0,-47.0,-51.0,-51.0,-48.0,-49.0,-42.0,-47.0,AB,True
76:64:61:f6:e6:14,-38.0,-39.0,-38.0,-43.0,-55.0,-54.0,-49.0,-45.0,-47.0,-57.0,AB,True
76:64:61:f6:e6:14,-38.0,-44.0,-51.0,-42.0,-55.0,-58.0,-54.0,-58.0,-48.0,-54.0,AB,True
76:64:61:f6:e6:14,-37.0,-44.0,-36.0,-46.0,-56.0,-49.0,-44.0,-47.0,-58.0,-48.0,AB,True
76:64:61:f6:e6:14,-48.0,-37.0,-42.0,-55.0,-58.0,-62.0,-52.0,-55.0,-59.0,-66.0,AB,True
76:64:61:f6:e6:14,-37.0,-39.0,-37.0,-46.0,-58.0,-52.0,-47.0,-54.0,-62.0,-59.0,AB,True
76:64:61:f6:e6:14,-42.0,-41.0,-45.0,-52.0,-53.0,-47.0,-60.0,-49.0,-48.0,-55.0,AB,True
76:64:61:f6:e6:14,-37.0,-49.0,-43.0,-48.0,-75.0,-62.0,-58.0,-53.0,-63.0,-57.0,AB,True
76:64:61:f6:e6:14,-42.0,-38.0,-47.0,-53.0,-51.0,-52.0,-59.0,-57.0,-49.0,-49.0,AB,True
76:64:61:f6:e6:14,-38.0,-40.0,-52.0,-41.0,-49.0,-53.0,-70.0,-71.0,-46.0,-47.0,AB,True
76:64:61:f6:e6:14,-40.0,-49.0,-32.0,-73.0,-65.0,-54.0,-53.0,-47.0,-43.0,-47.0,AB,True
76:64:61:f6:e6:14,-46.0,-39.0,-41.0,-52.0,-74.0,-46.0,-47.0,-44.0,-53.0,-47.0,AB,True
76:64:61:f6:e6:14,-44.0,-40.0,-37.0,-56.0,-63.0,-73.0,-47.0,-43.0,-46.0,-45.0,AB,True
76:64:61:f6:e6:14,-39.0,-38.0,-40.0,-66.0,-57.0,-52.0,-50.0,-58.0,-54.0,-50.0,AB,True
76:64:61:f6:e6:14,-37.0,-35.0,-36.0,-45.0,-71.0,-56.0,-52.0,-62.0,-56.0,-48.0,AB,True
76:64:61:f6:e6:14,-44.0,-40.0,-37.0,-46.0,-47.0,-49.0,-62.0,-47.0,-47.0,-43.0,AB,True
76:64:61:f6:e6:14,-59.0,-38.0,-35.0,-44.0,-56.0,-50.0,-56.0,-49.0,-50.0,-49.0,AB,True
76:64:61:f6:e6:14,-36.0,-37.0,-41.0,-51.0,-77.0,-50.0,-48.0,-48.0,-56.0,-45.0,AB,True
76:64:61:f6:e6:14,-38.0,-39.0,-38.0,-48.0,-53.0,-48.0,-48.0,-55.0,-47.0,-48.0,AB,True
76:64:61:f6:e6:14,-43.0,-36.0,-36.0,-47.0,-60.0,-47.0,-44.0,-47.0,-47.0,-49.0,AB,True
76:64:61:f6:e6:14,-49.0,-42.0,-38.0,-48.0,-48.0,-50.0,-47.0,-47.0,-46.0,-48.0,AB,True
76:64:61:f6:e6:14,-38.0,-38.0,-49.0,-58.0,-53.0,-43.0,-56.0,-56.0,-62.0,-45.0,AB,True
76:64:61:f6:e6:14,-34.0,-37.0,-37.0,-43.0,-71.0,-53.0,-62.0,-55.0,-56.0,-49.0,AB,True
76:64:61:f6:e6:14,-37.0,-47.0,-48.0,-51.0,-81.0,-56.0,-54.0,-46.0,-46.0,-43.0,AB,True
76:64:61:f6:e6:14,-39.0,-37.0,-38.0,-45.0,-53.0,-44.0,-44.0,-50.0,-47.0,-43.0,AB,True
04:b1:67:ac:8d:65,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,BA,True
04:b1:67:ac:8d:65,-55.0,-41.0,-41.0,-41.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,BA,True
04:b1:67:ac:8d:65,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-42.0,-42.0,BA,True
04:b1:67:ac:8d:65,-42.0,-42.0,-44.0,-33.0,-33.0,-33.0,-51.0,-51.0,-51.0,-66.0,BA,True
04:b1:67:ac:8d:65,-70.0,-70.0,-70.0,-43.0,-43.0,-43.0,-43.0,-40.0,-40.0,-40.0,BA,True
04:b1:67:ac:8d:65,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,BA,True
04:b1:67:ac:8d:65,-43.0,-43.0,-43.0,-32.0,-32.0,-32.0,-32.0,-25.0,-25.0,-25.0,BA,True
04:b1:67:ac:8d:65,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,BA,True
04:b1:67:ac:8d:65,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-40.0,-40.0,BA,True
04:b1:67:ac:8d:65,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-31.0,-31.0,-51.0,BA,True
04:b1:67:ac:8d:65,-51.0,-51.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,BA,True
04:b1:67:ac:8d:65,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,BA,True
