mac,1,2,3,4,5,6,7,8,9,10,label,noise_label
76:64:61:f6:e6:14,-48.0,-42.0,-40.0,-35.0,-31.0,-44.0,-33.0,-33.0,-39.0,-33.0,BA,True
76:64:61:f6:e6:14,-49.0,-43.0,-45.0,-38.0,-37.0,-33.0,-38.0,-45.0,-40.0,-36.0,BA,True
76:64:61:f6:e6:14,-47.0,-48.0,-48.0,-39.0,-37.0,-41.0,-36.0,-36.0,-37.0,-36.0,BA,True
76:64:61:f6:e6:14,-59.0,-48.0,-50.0,-47.0,-45.0,-41.0,-39.0,-35.0,-31.0,-32.0,BA,True
76:64:61:f6:e6:14,-42.0,-49.0,-45.0,-44.0,-39.0,-36.0,-36.0,-42.0,-36.0,-37.0,BA,True
76:64:61:f6:e6:14,-47.0,-44.0,-48.0,-43.0,-41.0,-42.0,-51.0,-48.0,-38.0,-36.0,BA,True
76:64:61:f6:e6:14,-49.0,-46.0,-46.0,-46.0,-36.0,-35.0,-42.0,-44.0,-48.0,-43.0,BA,True
76:64:61:f6:e6:14,-56.0,-48.0,-43.0,-43.0,-42.0,-42.0,-41.0,-40.0,-36.0,-47.0,BA,True
76:64:61:f6:e6:14,-54.0,-46.0,-50.0,-48.0,-46.0,-43.0,-37.0,-30.0,-47.0,-45.0,BA,True
76:64:61:f6:e6:14,-46.0,-45.0,-49.0,-45.0,-41.0,-37.0,-35.0,-36.0,-38.0,-40.0,BA,True
76:64:61:f6:e6:14,-44.0,-45.0,-43.0,-44.0,-48.0,-41.0,-37.0,-32.0,-38.0,-40.0,BA,True
76:64:61:f6:e6:14,-49.0,-46.0,-45.0,-42.0,-41.0,-35.0,-46.0,-44.0,-41.0,-36.0,BA,True
76:64:61:f6:e6:14,-49.0,-49.0,-45.0,-46.0,-49.0,-48.0,-42.0,-38.0,-39.0,-48.0,BA,True
e6:53:5c:2a:e8:e2,-35.0,-48.0,-43.0,-44.0,-45.0,-44.0,-44.0,-48.0,-49.0,-36.0,AA,True
