mac,1,2,3,4,5,6,7,8,9,10,label,noise_label
e6:53:5c:2a:e8:e2,-49.0,-48.0,-45.0,-42.0,-45.0,-60.0,-59.0,-57.0,-68.0,-65.0,AB,True
e6:53:5c:2a:e8:e2,-43.0,-42.0,-52.0,-40.0,-52.0,-62.0,-65.0,-66.0,-64.0,-61.0,AB,True
e6:53:5c:2a:e8:e2,-40.0,-44.0,-41.0,-44.0,-54.0,-57.0,-58.0,-62.0,-65.0,-65.0,AB,True
e6:53:5c:2a:e8:e2,-48.0,-45.0,-44.0,-44.0,-51.0,-60.0,-61.0,-66.0,-66.0,-63.0,AB,True
e6:53:5c:2a:e8:e2,-43.0,-46.0,-41.0,-57.0,-62.0,-62.0,-61.0,-65.0,-56.0,-51.0,AB,True
e6:53:5c:2a:e8:e2,-44.0,-38.0,-37.0,-45.0,-36.0,-43.0,-51.0,-56.0,-62.0,-59.0,AB,True
e6:53:5c:2a:e8:e2,-37.0,-42.0,-42.0,-44.0,-41.0,-51.0,-61.0,-58.0,-66.0,-60.0,AB,True
e6:53:5c:2a:e8:e2,-36.0,-40.0,-45.0,-42.0,-49.0,-60.0,-65.0,-59.0,-59.0,-68.0,AB,True
e6:53:5c:2a:e8:e2,-43.0,-44.0,-44.0,-48.0,-56.0,-53.0,-57.0,-57.0,-60.0,-52.0,AB,True
e6:53:5c:2a:e8:e2,-37.0,-35.0,-48.0,-41.0,-59.0,-51.0,-52.0,-55.0,-54.0,-52.0,AB,True
e6:53:5c:2a:e8:e2,-40.0,-43.0,-38.0,-51.0,-53.0,-58.0,-44.0,-60.0,-51.0,-54.0,AB,True
e6:53:5c:2a:e8:e2,-44.0,-39.0,-35.0,-35.0,-54.0,-53.0,-47.0,-48.0,-62.0,-58.0,AB,True
e6:53:5c:2a:e8:e2,-38.0,-40.0,-43.0,-38.0,-40.0,-55.0,-64.0,-52.0,-48.0,-56.0,AB,True
e6:53:5c:2a:e8:e2,-34.0,-46.0,-37.0,-51.0,-52.0,-54.0,-57.0,-48.0,-48.0,-49.0,AB,True
e6:53:5c:2a:e8:e2,-39.0,-42.0,-44.0,-41.0,-51.0,-57.0,-48.0,-53.0,-48.0,-56.0,AB,True
e6:53:5c:2a:e8:e2,-38.0,-41.0,-39.0,-43.0,-49.0,-63.0,-46.0,-43.0,-52.0,-64.0,AB,True
e6:53:5c:2a:e8:e2,-39.0,-43.0,-43.0,-39.0,-41.0,-60.0,-58.0,-63.0,-61.0,-70.0,AB,True
2e:ad:62:53:35:66,-47.0,-47.0,-50.0,-50.0,-50.0,-48.0,-50.0,-56.0,-62.0,-62.0,BB,True
2e:ad:62:53:35:66,-51.0,-45.0,-43.0,-53.0,-50.0,-65.0,-49.0,-57.0,-48.0,-44.0,BB,True
