mac,1,2,3,4,5,6,7,8,9,10,label,noise
4a:ff:61:0a:f6:20,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,AA,True
4a:ff:61:0a:f6:20,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,AA,True
4a:ff:61:0a:f6:20,-40.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,AA,True
4a:ff:61:0a:f6:20,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-52.0,-52.0,-52.0,AA,True
4a:ff:61:0a:f6:20,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,AA,True
4a:ff:61:0a:f6:20,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,AA,True
4a:ff:61:0a:f6:20,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,AA,True
4a:ff:61:0a:f6:20,-31.0,-31.0,-31.0,-38.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,AA,True
4a:ff:61:0a:f6:20,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,AA,True
4a:ff:61:0a:f6:20,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,AA,True
4a:ff:61:0a:f6:20,-57.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,AA,True
4a:ff:61:0a:f6:20,-33.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,AA,True
4a:ff:61:0a:f6:20,-34.0,-34.0,-34.0,-34.0,-34.0,-44.0,-44.0,-44.0,-44.0,-44.0,AA,True
4a:ff:61:0a:f6:20,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,AA,True
4a:ff:61:0a:f6:20,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,AA,True
4a:ff:61:0a:f6:20,-30.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,AA,True
4a:ff:61:0a:f6:20,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,AA,True
4a:ff:61:0a:f6:20,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-36.0,-36.0,-36.0,-36.0,AA,True
4a:ff:61:0a:f6:20,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,AA,True
4a:ff:61:0a:f6:20,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,AA,True
4a:ff:61:0a:f6:20,-37.0,-37.0,-37.0,-37.0,-37.0,-29.0,-29.0,-29.0,-29.0,-29.0,AA,True
4a:ff:61:0a:f6:20,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,AA,True
4a:ff:61:0a:f6:20,-41.0,-41.0,-34.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,AA,True
4a:ff:61:0a:f6:20,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-42.0,-42.0,-42.0,-42.0,AA,True
4a:ff:61:0a:f6:20,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,AA,True
4a:ff:61:0a:f6:20,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,AA,True
4a:ff:61:0a:f6:20,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,AA,True
4a:ff:61:0a:f6:20,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-45.0,-45.0,AA,True
4a:ff:61:0a:f6:20,-45.0,-31.0,-31.0,-31.0,-31.0,-34.0,-34.0,-34.0,-34.0,-34.0,AA,True
4a:ff:61:0a:f6:20,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,AA,True
e6:53:5c:2a:e8:e2,-37.0,-42.0,-48.0,-49.0,-34.0,-41.0,-35.0,-30.0,-33.0,-35.0,AA,True
e6:53:5c:2a:e8:e2,-37.0,-41.0,-44.0,-40.0,-41.0,-48.0,-40.0,-40.0,-42.0,-53.0,AA,True
e6:53:5c:2a:e8:e2,-43.0,-41.0,-44.0,-44.0,-42.0,-45.0,-46.0,-41.0,-37.0,-38.0,AA,True
e6:53:5c:2a:e8:e2,-43.0,-39.0,-39.0,-37.0,-44.0,-40.0,-50.0,-37.0,-46.0,-36.0,AA,True
e6:53:5c:2a:e8:e2,-41.0,-41.0,-38.0,-43.0,-67.0,-44.0,-45.0,-40.0,-38.0,-39.0,AA,True
e6:53:5c:2a:e8:e2,-42.0,-43.0,-39.0,-47.0,-44.0,-40.0,-49.0,-51.0,-62.0,-45.0,AA,True
e6:53:5c:2a:e8:e2,-40.0,-38.0,-41.0,-42.0,-60.0,-36.0,-41.0,-50.0,-37.0,-35.0,AA,True
e6:53:5c:2a:e8:e2,-44.0,-43.0,-43.0,-31.0,-46.0,-29.0,-44.0,-36.0,-32.0,-43.0,AA,True
e6:53:5c:2a:e8:e2,-42.0,-42.0,-46.0,-48.0,-42.0,-45.0,-43.0,-43.0,-34.0,-35.0,AA,True
e6:53:5c:2a:e8:e2,-53.0,-44.0,-41.0,-31.0,-47.0,-35.0,-65.0,-46.0,-46.0,-31.0,AA,True
e6:53:5c:2a:e8:e2,-62.0,-39.0,-36.0,-40.0,-43.0,-41.0,-33.0,-38.0,-47.0,-37.0,AA,True
e6:53:5c:2a:e8:e2,-36.0,-37.0,-50.0,-35.0,-43.0,-38.0,-40.0,-39.0,-43.0,-51.0,AA,True
e6:53:5c:2a:e8:e2,-33.0,-36.0,-36.0,-39.0,-45.0,-46.0,-53.0,-47.0,-54.0,-43.0,AA,True
e6:53:5c:2a:e8:e2,-48.0,-41.0,-39.0,-42.0,-46.0,-48.0,-45.0,-49.0,-44.0,-44.0,AA,True
e6:53:5c:2a:e8:e2,-34.0,-35.0,-32.0,-48.0,-40.0,-37.0,-55.0,-40.0,-39.0,-43.0,AA,True
e6:53:5c:2a:e8:e2,-30.0,-33.0,-35.0,-37.0,-36.0,-39.0,-51.0,-41.0,-43.0,-45.0,AA,True
e6:53:5c:2a:e8:e2,-43.0,-40.0,-44.0,-43.0,-42.0,-45.0,-48.0,-42.0,-41.0,-43.0,AA,True
e6:53:5c:2a:e8:e2,-38.0,-40.0,-47.0,-52.0,-55.0,-42.0,-49.0,-37.0,-38.0,-35.0,AA,True
e6:53:5c:2a:e8:e2,-43.0,-32.0,-40.0,-36.0,-35.0,-35.0,-51.0,-38.0,-44.0,-40.0,AA,True
e6:53:5c:2a:e8:e2,-39.0,-40.0,-46.0,-53.0,-43.0,-42.0,-40.0,-44.0,-41.0,-35.0,AA,True
e6:53:5c:2a:e8:e2,-41.0,-48.0,-50.0,-38.0,-45.0,-40.0,-40.0,-38.0,-43.0,-46.0,AA,True
e6:53:5c:2a:e8:e2,-37.0,-37.0,-44.0,-50.0,-43.0,-37.0,-55.0,-45.0,-43.0,-42.0,AA,True
e6:53:5c:2a:e8:e2,-41.0,-41.0,-41.0,-40.0,-40.0,-41.0,-41.0,-42.0,-40.0,-37.0,AA,True
e6:53:5c:2a:e8:e2,-36.0,-45.0,-49.0,-38.0,-38.0,-37.0,-38.0,-37.0,-32.0,-50.0,AA,True
e6:53:5c:2a:e8:e2,-33.0,-33.0,-38.0,-34.0,-34.0,-34.0,-34.0,-38.0,-38.0,-37.0,AA,True
e6:53:5c:2a:e8:e2,-38.0,-34.0,-37.0,-48.0,-37.0,-32.0,-40.0,-37.0,-47.0,-33.0,AA,True
e6:53:5c:2a:e8:e2,-40.0,-45.0,-40.0,-42.0,-41.0,-43.0,-42.0,-38.0,-39.0,-39.0,AA,True
e6:53:5c:2a:e8:e2,-40.0,-43.0,-30.0,-35.0,-40.0,-45.0,-48.0,-42.0,-41.0,-41.0,AA,True
e6:53:5c:2a:e8:e2,-41.0,-39.0,-41.0,-46.0,-52.0,-38.0,-34.0,-38.0,-51.0,-41.0,AA,True
e6:53:5c:2a:e8:e2,-34.0,-32.0,-33.0,-33.0,-34.0,-37.0,-42.0,-44.0,-44.0,-39.0,AA,True
76:64:61:f6:e6:14,-45.0,-41.0,-52.0,-50.0,-42.0,-42.0,-43.0,-43.0,-39.0,-41.0,BA,True
76:64:61:f6:e6:14,-48.0,-46.0,-44.0,-59.0,-44.0,-46.0,-40.0,-39.0,-56.0,-43.0,BA,True
76:64:61:f6:e6:14,-39.0,-37.0,-40.0,-45.0,-47.0,-45.0,-43.0,-42.0,-48.0,-44.0,BA,True
76:64:61:f6:e6:14,-46.0,-47.0,-41.0,-38.0,-39.0,-49.0,-51.0,-38.0,-49.0,-55.0,BA,True
76:64:61:f6:e6:14,-48.0,-38.0,-40.0,-46.0,-36.0,-43.0,-43.0,-39.0,-44.0,-40.0,BA,True
76:64:61:f6:e6:14,-43.0,-42.0,-40.0,-48.0,-39.0,-48.0,-45.0,-43.0,-46.0,-52.0,BA,True
