model,data,seed,pretrained,test_mcc,test_acc,best_val_mcc,timestamp
t_jepa,dataset_augmented3.csv,42,True,0.8003939441031015,0.8493303571428571,0.8035680450090072,2026-08-22 07:07
ts_jepa,dataset_augmented3.csv,42,True,0.8468871631035295,0.884765625,0.8526437556238805,2026-08-22 20:30
lejepa,dataset_augmented3.csv,42,True,0.8093065829603651,0.8558872767857143,0.8073622904947284,2026-08-22 22:23
sigreg,dataset_augmented3.csv,42,False,0.8640069814687048,0.8970424107142857,0.8710468120283467,2026-08-23 04:08
cf_jepa,dataset_augmented3.csv,42,True,0.7282170552472171,0.7956194196428571,0.7296313345380652,2026-08-23 06:01
