Classifier,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,MCC,CV_Mean,CV_Std,Train_Time_s
Bagging,0.825,0.8250000000000001,0.8286690433749258,0.825,0.8249055675884944,0.7677871739284837,0.7865783158813263,0.018868686843307995,6.125135183334351
CatBoost,0.8166666666666667,0.8166666666666667,0.8310531185502106,0.8166666666666667,0.816709438765994,0.7598773350671201,0.0,0.0,1.158144474029541
VotingEnsemble,0.8166666666666667,0.8166666666666668,0.8236930478644663,0.8166666666666667,0.8156232408779043,0.7580690715756185,0.793902705061082,0.022837980415203532,5.958415985107422
RandomForest,0.8125,0.8125,0.8165133477633477,0.8125,0.8113627564847076,0.7517246808600527,0.7918193717277486,0.015924000066914152,1.5382962226867676
ExtraTrees,0.8083333333333333,0.8083333333333335,0.8138579185816287,0.8083333333333333,0.8072225327140177,0.7466079027821106,0.806446335078534,0.03296409514134593,1.1434338092803955
XGBoost,0.8083333333333333,0.8083333333333333,0.8206444081444081,0.8083333333333333,0.8077546258853515,0.7484573701690035,0.7865783158813264,0.019721084613628304,1.5983922481536865
StackingEnsemble,0.8041666666666667,0.8041666666666667,0.8158696747557824,0.8041666666666667,0.8047942616353577,0.7419696497458966,0.8106348167539267,0.027180494142077623,6.966734170913696
GradientBoosting,0.8041666666666667,0.8041666666666666,0.8114732681022403,0.8041666666666667,0.8023837926131894,0.7423683019254312,0.7907558900523559,0.024826900836384346,3.3102047443389893
SVC_RBF,0.8,0.7999999999999999,0.8095720383738817,0.8,0.8001966697797183,0.7362878210650594,0.8148232984293194,0.03131809485634974,0.19565749168395996
QDA,0.7958333333333333,0.7958333333333334,0.7967641048644338,0.7958333333333333,0.7953665743637692,0.7283343569640434,0.7782068062827225,0.022166839980363832,0.026828527450561523
HistGradientBoosting,0.7958333333333333,0.7958333333333334,0.801335363236616,0.7958333333333333,0.793796782573697,0.7305053551584266,0.7802955933682374,0.019947392164894807,14.471230268478394
GaussianProcess,0.7916666666666666,0.7916666666666666,0.8032124125874126,0.7916666666666666,0.7927357634314156,0.7250642705182678,0.8127290575916228,0.03349410968550071,97.88734793663025
LogisticRegression_ElasticNet,0.7916666666666666,0.7916666666666666,0.7954211465980845,0.7916666666666666,0.791637157623875,0.7233449479638292,0.8053883071553228,0.040385491160650176,0.11525273323059082
LogisticRegression_L2,0.7916666666666666,0.7916666666666666,0.7954211465980845,0.7916666666666666,0.791637157623875,0.7233449479638292,0.8043411867364746,0.03760596210032901,0.05386805534362793
LogisticRegression_L1,0.7916666666666666,0.7916666666666666,0.7954211465980845,0.7916666666666666,0.791637157623875,0.7233449479638292,0.8074880017452006,0.03696012480680022,0.0944986343383789
MLP_Medium,0.7875,0.7874999999999999,0.7936540600667408,0.7875,0.7877871086956943,0.7183982306936653,0.8043520942408376,0.03469209911357663,0.9904649257659912
MLP_L2,0.7875,0.7874999999999999,0.7936540600667408,0.7875,0.7877871086956943,0.7183982306936653,0.8043520942408376,0.03469209911357663,0.8848865032196045
NuSVC,0.7833333333333333,0.7833333333333332,0.791664315141938,0.7833333333333333,0.7832808003021847,0.7135765485805955,0.8127399650959861,0.029993090483687028,0.2758979797363281
LDA,0.7791666666666667,0.7791666666666666,0.7833357119071406,0.7791666666666667,0.7786290956749672,0.7070465079202393,0.8043466404886562,0.02807335026466697,0.026602506637573242
SVC_Poly,0.7791666666666667,0.7791666666666667,0.8128385428175601,0.7791666666666667,0.7797681365225195,0.7171022332585255,0.7562227312390926,0.03252229504366006,0.234055757522583
LinearSVC,0.775,0.775,0.7778642325416519,0.775,0.7744052197302896,0.7011207413810444,0.8001690663176266,0.028975721184490922,0.266193151473999
KNN_3,0.7708333333333334,0.7708333333333334,0.776468832345191,0.7708333333333334,0.7695357408534523,0.6965761332559242,0.7677519633507854,0.029748795941486487,0.15880227088928223
KNN_7,0.7708333333333334,0.7708333333333333,0.781678002557842,0.7708333333333334,0.7718573800880513,0.6969820776318242,0.7959860383944154,0.02175839075114655,0.07214903831481934
MLP_Large,0.7708333333333334,0.7708333333333333,0.7782938076416337,0.7708333333333334,0.7712920772071429,0.6963977422986698,0.7960296684118674,0.02939575461310989,1.004155158996582
SVC_Linear,0.7666666666666667,0.7666666666666666,0.7734029538539553,0.7666666666666667,0.7675106941821163,0.6903606702743736,0.8085351221640489,0.03154545493567066,0.18679118156433105
KNN_5,0.7625,0.7625,0.7730224076998271,0.7625,0.7621016354340792,0.6862465333423865,0.7781849912739965,0.034783386671176766,0.06956672668457031
SGDClassifier,0.7541666666666667,0.7541666666666667,0.7673090326657532,0.7541666666666667,0.7530775290619841,0.6763365929238633,0.7185154886561953,0.07966655485206425,0.07099461555480957
GaussianNB,0.7375,0.7375,0.7366074990490503,0.7375,0.73689327934857,0.6501053496805907,0.7510253054101221,0.018568609429751335,0.02714395523071289
AdaBoost,0.7333333333333333,0.7333333333333333,0.7510673773831668,0.7333333333333333,0.7314337403889642,0.6500818632442715,0.7771924083769635,0.018061048740124652,0.7056257724761963
RidgeClassifier,0.7291666666666666,0.7291666666666666,0.7276430584425968,0.7291666666666666,0.7273378520691748,0.6394961063479353,0.7656631762652705,0.026369428143531715,0.037555694580078125
DecisionTree,0.725,0.725,0.7286778631907308,0.725,0.7240063750232053,0.6349669470710102,0.6840532286212914,0.02626255254877792,0.05631899833679199
MLP_Small,0.7166666666666667,0.7166666666666667,0.7157071627901791,0.7166666666666667,0.7158539886956994,0.6224095495823072,0.7552028795811518,0.053029091487684456,0.8205790519714355
NearestCentroid,0.6958333333333333,0.6958333333333333,0.6956176148620368,0.6958333333333333,0.6939519630859673,0.595534498192634,0.7447425828970331,0.025331011001475882,0.20012116432189941
ExtraTree,0.675,0.6749999999999999,0.676501003241241,0.675,0.6748595587512194,0.5671526305906892,0.6726058027923212,0.040667297091846806,0.02835559844970703
PassiveAggressive,0.5666666666666667,0.5666666666666667,0.5607166907166906,0.5666666666666667,0.560867227205111,0.4237058284447781,0.6433355148342059,0.07494222635131784,0.06847929954528809
Perceptron,0.5541666666666667,0.5541666666666667,0.5594734456447836,0.5541666666666667,0.5565104251830189,0.4056588614752579,0.6714114310645724,0.1362996874523434,0.06548309326171875
DummyMostFrequent,0.25,0.25,0.0625,0.25,0.1,0.0,0.2510471204188482,0.0005235602094240787,0.015383243560791016
DummyStratified,0.24583333333333332,0.24583333333333335,0.24744421898559557,0.24583333333333332,0.24554030773713992,-0.0055740372909971955,0.24996182373472947,0.026976375312206043,0.02532196044921875
