Classifier,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,MCC,CV_Mean,CV_Std,Train_Time_s,Seed
GaussianProcess,0.7916666666666666,0.7916666666666666,0.8032124125874126,0.7916666666666666,0.7927357634314156,0.7250642705182678,0.8127290575916228,0.0334941096855007,97.88734793663023,42
LogisticRegression_ElasticNet,0.7916666666666666,0.7916666666666666,0.7954211465980845,0.7916666666666666,0.791637157623875,0.7233449479638292,0.8053883071553228,0.0403854911606501,0.1152527332305908,42
LogisticRegression_L2,0.7916666666666666,0.7916666666666666,0.7954211465980845,0.7916666666666666,0.791637157623875,0.7233449479638292,0.8043411867364746,0.037605962100329,0.0538680553436279,42
LogisticRegression_L1,0.7916666666666666,0.7916666666666666,0.7954211465980845,0.7916666666666666,0.791637157623875,0.7233449479638292,0.8074880017452006,0.0369601248068002,0.0944986343383789,42
MLP_Medium,0.7875,0.7874999999999999,0.7936540600667408,0.7875,0.7877871086956943,0.7183982306936653,0.8043520942408376,0.0346920991135766,0.9904649257659912,42
MLP_L2,0.7875,0.7874999999999999,0.7936540600667408,0.7875,0.7877871086956943,0.7183982306936653,0.8043520942408376,0.0346920991135766,0.8848865032196045,42
NuSVC,0.7833333333333333,0.7833333333333332,0.791664315141938,0.7833333333333333,0.7832808003021847,0.7135765485805955,0.8127399650959861,0.029993090483687,0.2758979797363281,42
LDA,0.7791666666666667,0.7791666666666666,0.7833357119071406,0.7791666666666667,0.7786290956749672,0.7070465079202393,0.8043466404886562,0.0280733502646669,0.0266025066375732,42
SVC_Poly,0.7791666666666667,0.7791666666666667,0.8128385428175601,0.7791666666666667,0.7797681365225195,0.7171022332585255,0.7562227312390926,0.03252229504366,0.234055757522583,42
LinearSVC,0.775,0.775,0.7778642325416519,0.775,0.7744052197302896,0.7011207413810444,0.8001690663176266,0.0289757211844909,0.266193151473999,42
KNN_3,0.7708333333333334,0.7708333333333334,0.776468832345191,0.7708333333333334,0.7695357408534523,0.6965761332559242,0.7677519633507854,0.0297487959414864,0.1588022708892822,42
KNN_7,0.7708333333333334,0.7708333333333333,0.781678002557842,0.7708333333333334,0.7718573800880513,0.6969820776318242,0.7959860383944154,0.0217583907511465,0.0721490383148193,42
MLP_Large,0.7708333333333334,0.7708333333333333,0.7782938076416337,0.7708333333333334,0.7712920772071429,0.6963977422986698,0.7960296684118674,0.0293957546131098,1.004155158996582,42
SVC_Linear,0.7666666666666667,0.7666666666666666,0.7734029538539553,0.7666666666666667,0.7675106941821163,0.6903606702743736,0.8085351221640489,0.0315454549356706,0.186791181564331,42
KNN_5,0.7625,0.7625,0.7730224076998271,0.7625,0.7621016354340792,0.6862465333423865,0.7781849912739965,0.0347833866711767,0.0695667266845703,42
SGDClassifier,0.7541666666666667,0.7541666666666667,0.7673090326657532,0.7541666666666667,0.7530775290619841,0.6763365929238633,0.7185154886561953,0.0796665548520642,0.0709946155548095,42
GaussianNB,0.7375,0.7375,0.7366074990490503,0.7375,0.73689327934857,0.6501053496805907,0.7510253054101221,0.0185686094297513,0.0271439552307128,42
AdaBoost,0.7333333333333333,0.7333333333333333,0.7510673773831668,0.7333333333333333,0.7314337403889642,0.6500818632442715,0.7771924083769635,0.0180610487401246,0.7056257724761963,42
RidgeClassifier,0.7291666666666666,0.7291666666666666,0.7276430584425968,0.7291666666666666,0.7273378520691748,0.6394961063479353,0.7656631762652705,0.0263694281435317,0.0375556945800781,42
DecisionTree,0.725,0.725,0.7286778631907308,0.725,0.7240063750232053,0.6349669470710102,0.6840532286212914,0.0262625525487779,0.0563189983367919,42
MLP_Small,0.7166666666666667,0.7166666666666667,0.7157071627901791,0.7166666666666667,0.7158539886956994,0.6224095495823072,0.7552028795811518,0.0530290914876844,0.8205790519714355,42
NearestCentroid,0.6958333333333333,0.6958333333333333,0.6956176148620368,0.6958333333333333,0.6939519630859673,0.595534498192634,0.7447425828970331,0.0253310110014758,0.2001211643218994,42
ExtraTree,0.675,0.6749999999999999,0.676501003241241,0.675,0.6748595587512194,0.5671526305906892,0.6726058027923212,0.0406672970918468,0.028355598449707,42
PassiveAggressive,0.5666666666666667,0.5666666666666667,0.5607166907166906,0.5666666666666667,0.560867227205111,0.4237058284447781,0.6433355148342059,0.0749422263513178,0.068479299545288,42
Perceptron,0.5541666666666667,0.5541666666666667,0.5594734456447836,0.5541666666666667,0.5565104251830189,0.4056588614752579,0.6714114310645724,0.1362996874523434,0.0654830932617187,42
DummyMostFrequent,0.25,0.25,0.0625,0.25,0.1,0.0,0.2510471204188482,0.000523560209424,0.015383243560791,42
DummyStratified,0.2458333333333333,0.2458333333333333,0.2474442189855955,0.2458333333333333,0.2455403077371399,-0.0055740372909971,0.2499618237347294,0.026976375312206,0.0253219604492187,42
